fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
FreL13.006,FreL13.01_06.JPG,lake,Frederick,F,44.95,0.778735072,1.23869816,3.605267521,8.70238789,13.57927094,2.6,14.63442772,2.298536491,7.705371224,6.58399344,4.676554967,0.942430283,6.402081332
FreL13.007,FreL13.01_07.JPG,lake,Frederick,M,41.15,0.683552619,1.244634124,3.490926707,9.130323531,12.9332937,2.27,13.2101136,1.861041422,7.119781715,6.731123928,4.265764273,0.723226987,6.668879854
FreL13.008,FreL13.01_08.JPG,lake,Frederick,M,38.94,0.675732809,1.175116128,3.292395938,8.172296774,13.7778731,2.43,12.81456094,1.708791064,6.046505676,5.990340998,3.744077312,1.208295922,5.969683199
FreL13.009,FreL13.01_09.JPG,lake,Frederick,M,40.52,0.717099557,1.176044568,3.438198004,8.55753347,14.37657427,2.59,13.39651118,1.954684804,6.776233272,6.107990909,3.765474823,0.798233734,6.030846854
FreL13.013,FreL13.01_13.JPG,lake,Frederick,M,43.35,0.73716735,1.334463762,3.710155868,9.081581207,15.09160314,2.4,14.39575799,2.011825465,7.258938715,6.403908856,4.350862562,0.89384282,6.324597431
FreL13.014,FreL13.01_14.JPG,lake,Frederick,M,37.63,0.628664667,1.25628382,3.078480112,7.714771722,13.58345485,1.93,11.99702371,1.857058626,6.332152077,6.154381569,3.319892276,0.831594424,6.023113581
FreL13.020,FreL13.01_20.JPG,lake,Frederick,M,47.52,0.80259102,1.530226874,3.919088033,9.713902658,14.51678933,2.67,15.50269649,2.32780971,8.045548781,7.329913535,4.810796521,0.961884257,6.953830398
FreL13.022,FreL13.01_22.JPG,lake,Frederick,M,43.16,0.812455382,1.468197308,3.707068702,9.079192835,16.9484132,2.64,14.71528613,2.238498468,7.323099988,6.37871068,4.493428334,1.171221877,6.084533554
FreL13.026,FreL13.01_26.JPG,lake,Frederick,M,39.09,0.680876779,1.212145543,3.357970575,8.372643043,16.8615154,2.13,12.10968552,1.5300885,6.653376385,6.237517479,3.842974208,0.948458306,6.164985488
FreL13.030,FreL13.01_30.JPG,lake,Frederick,M,43.19,0.750822864,1.384138161,3.693608745,8.650902065,13.18205394,2.24,13.88110247,1.912385511,7.397850944,6.663506603,4.096386454,0.642282926,6.451673447
FreL13.031,FreL13.01_31.JPG,lake,Frederick,F,40.28,0.733663893,1.406002734,3.570898209,8.817988168,13.55268443,2.22,13.08978015,1.541802346,6.888048484,6.131739163,3.733808755,0.528832691,5.954965108
FreL13.035,FreL13.01_35.JPG,lake,Frederick,M,45.94,0.755751928,1.502472093,3.805097736,9.739833652,12.93249559,2.53,14.49491396,2.184895225,7.181304308,6.928003204,4.458805291,0.787284962,6.644169958
FreL13.038,FreL13.01_38.JPG,lake,Frederick,M,46.68,0.860960795,1.509729604,3.992572674,10.40223852,13.58631996,2.56,15.53806762,1.947747331,8.056932384,7.304925267,4.56947331,1.015466192,6.917393632
FreL13.040,FreL13.01_40.JPG,lake,Frederick,unknown,38.58,0.709667914,1.179905149,3.226032819,8.436365654,13.0919505,2.36,12.55196539,1.958996994,6.346806435,5.869506813,3.669633148,0.758559617,5.793860262
FreS13.003,FreS13.01_03.JPG,stream,Frederick,F,57.92,1.055638269,1.484523103,4.457252866,11.71879893,15.08725436,4.72,18.31062987,3.222547339,9.214063061,7.400951552,6.343167957,1.440686675,7.055278715
FreS13.006,FreS13.01_06.JPG,stream,Frederick,M,60.73,1.270673734,1.983542671,5.679791073,15.03703313,15.31150813,4.87,22.1156811,4.003892132,11.18432937,10.29742226,6.916423893,1.770919843,9.69945138
FreS13.007,FreS13.01_07.JPG,stream,Frederick,M,53.18,1.009828628,1.761220694,4.95745864,12.84156095,15.23980711,3.51,18.16720885,3.430129534,10.00699967,9.066395085,6.43951424,1.441131918,8.962854183
FreS13.011,FreS13.01_11.JPG,stream,Frederick,M,48.68,0.913646704,1.630267159,4.485363903,11.77208899,15.39001069,3.42,16.70725535,2.760265915,8.325766658,7.695524376,5.110953147,1.008681116,7.639526031
FreS13.012,FreS13.01_12.JPG,stream,Frederick,M,50.82,0.946635316,1.707983505,4.619203129,12.65975408,15.23879,3.58,17.32919698,2.127777564,8.804181226,8.012064492,5.906871581,1.124789731,7.74220291
FreS13.013,FreS13.01_13.JPG,stream,Frederick,F,55.29,0.985241408,1.572949559,4.387584643,11.76650993,15.08979092,3.39,17.51790619,2.548267212,9.518726777,8.491326504,6.064308691,1.249867502,8.26068065
FreS13.014,FreS13.01_14.JPG,stream,Frederick,M,47.43,0.814955561,1.655134931,4.502542116,11.71696004,15.09078575,3.41,16.33981079,2.998824461,7.497992787,7.020523955,4.945465378,1.396592536,7.076322069
FreS13.016,FreS13.01_16.JPG,stream,Frederick,F,62.71,1.011933658,1.485444527,4.729460179,14.26448302,15.39104679,4.43,20.12558711,3.304140716,10.08541162,8.882862665,5.61801639,1.523508765,8.574978473
FreS13.017,FreS13.02_17.JPG,stream,Frederick,F,56.27,1.106872531,1.48189128,4.335055059,11.45788969,15.23620452,4.38,17.98310098,2.850116735,9.592173924,7.40269841,5.927556996,1.008540073,7.236971362
FreS13.018,FreS13.02_18.JPG,stream,Frederick,M,47.32,0.837546478,1.563710645,4.096398843,11.46992028,15.39104679,3.61,16.14512974,2.495802602,7.707925228,6.463166052,5.151361503,1.239116472,6.292427367
FreS13.019,FreS13.02_19.JPG,stream,Frederick,M,48.44,0.899012098,1.515740255,4.299492787,11.41115049,15.3166425,3.67,16.75649527,2.986101974,8.042622295,7.025097913,5.396132488,1.021835635,6.710428727
FreS13.021,FreS13.02_21.JPG,stream,Frederick,F,48.52,0.861586647,1.172057587,3.784330043,10.9958307,15.31514881,3.23,16.28433463,3.18781097,8.187700483,7.115223065,4.803864496,0.844907563,6.860835784
FreS13.022,FreS13.02_22.JPG,stream,Frederick,F,52.61,0.90049235,1.442099195,4.197855527,11.00687123,14.87132073,3.77,17.36387691,2.915266422,8.540655495,7.847920304,5.313578854,1.254297497,7.283693633
FreS13.025,FreS13.02_25.JPG,stream,Frederick,F,55.51,0.814488227,1.439717912,4.157377037,11.62145145,15.31598827,4.09,17.22208544,2.691527269,9.528011434,7.756035665,5.840202441,0.97320426,7.600800662
FreS13.027,FreS13.02_27.JPG,stream,Frederick,M,54.21,1.098333668,1.635584121,4.648770887,12.32046151,15.46218104,3.67,18.10781476,2.615569379,10.0532915,8.67176275,6.046317597,1.211463288,8.463293004
FreS13.028,FreS13.02_28.JPG,stream,Frederick,F,49.42,0.826410113,1.153583741,3.768066524,10.51366874,15.23879,3.22,15.17751217,3.285828912,8.136963574,6.632617464,4.862031179,0.735685189,6.478169292
FreS13.031,FreS13.02_31.JPG,stream,Frederick,M,54.69,1.155243625,1.922407749,4.83113731,13.4350881,15.31290678,3.96,16.89095582,3.545474215,9.033525144,8.631997023,6.112733153,1.422445947,8.539227293
FreS13.033,FreS13.02_33.JPG,stream,Frederick,M,57.73,1.109559262,1.857910526,5.238349811,14.42797726,15.16502372,4.11,19.21377588,3.679259194,9.767681148,9.038689858,6.22635029,1.588998195,8.970534629
FreS13.034,FreS13.02_34.JPG,stream,Frederick,M,54.69,1.012278751,1.660598033,5.306939224,13.04338141,15.08571276,4.19,19.17714004,3.229960688,10.35348974,9.349880889,5.808890047,1.067431631,8.921970287
FreS13.036,FreS13.02_36.JPG,stream,Frederick,M,51.2,0.980966742,1.568502836,4.592790876,11.25061743,15.54541517,3.72,16.00317635,3.484805764,8.216181646,7.741275061,5.640505772,1.104144258,7.44725272
JoeL13.001,JoeL13.01_01.JPG,lake,Joe,F,44.49,0.76635168,1.096507707,3.597165822,8.434112288,16.26454982,2.2,14.16955804,2.485338826,6.931499199,6.117492095,3.9656176,0.492452786,6.077017807
JoeL13.002,JoeL13.01_02.JPG,lake,Joe,F,46.57,0.895745804,1.179168369,3.785960688,9.408072561,16.34762297,2.46,15.00004772,2.564838719,7.846955742,6.349749712,5.117583981,0.81930781,6.135522437
JoeL13.005,JoeL13.01_05.JPG,lake,Joe,M,63.14,1.042393886,1.955179601,5.560605967,14.57242836,16.3498583,4.04,22.3789251,4.134845527,11.46638778,10.25841523,6.420847447,0.948212389,9.992594163
JoeL13.008,JoeL13.01_08.JPG,lake,Joe,M,66.67,1.257765432,1.866649963,5.680791731,14.81079366,16.43133841,3.64,23.20625024,4.51902154,11.01036935,9.25485161,6.860547165,1.376651772,9.16703263
JoeL13.009,JoeL13.01_09.JPG,lake,Joe,M,66.18,1.088797963,1.953784253,5.543746342,14.9737616,16.51816329,3.66,23.03128796,3.873784801,11.91444225,10.2284838,6.529416528,1.546053442,9.740752016
JoeL13.010,JoeL13.01_10.JPG,lake,Joe,M,67.96,1.270828696,2.055065322,6.016035322,NA,16.47589065,3.89,23.86915308,3.619196558,12.17745481,9.934142273,7.198184225,1.490643103,9.555933587
JoeL13.011,JoeL13.01_11.JPG,lake,Joe,M,66.49,1.286928796,1.86911697,5.617680986,14.62579973,16.43378007,4.18,23.60885669,3.672600085,12.87766623,10.68467814,7.088128852,1.276251943,10.26575878
JoeL13.012,JoeL13.01_12.JPG,lake,Joe,M,65.47,1.201658703,2.016704404,5.791188245,14.40166711,16.39183074,4.02,22.60923216,4.402501799,11.93031173,11.00250668,6.950434058,1.062263676,10.70570114
JoeL13.013,JoeL13.01_13.JPG,lake,Joe,M,68.84,1.249073056,2.037707583,5.877487004,12.57696939,16.35004182,3.88,23.89315732,3.608487734,12.45928463,10.80868633,7.404910327,1.201870154,10.40392481
JoeL13.016,JoeL13.01_16.JPG,lake,Joe,M?,63.14,1.079028908,1.935346028,5.30848203,13.52951609,16.3084125,3.74,22.60484537,4.836266852,11.34876425,10.16551841,6.679659339,1.439373251,9.824822822
JoeL13.017,JoeL13.01_17.JPG,lake,Joe,F,73.05,1.222467677,1.808851234,5.683255603,14.37591973,16.26694197,3.76,22.93426907,3.830050238,11.77760443,10.74614104,7.020391087,1.30144283,10.34990781
JoeL13.018,JoeL13.01_18.JPG,lake,Joe,M,66.17,1.151370576,1.941153489,5.561426912,13.70221827,16.22562943,3.65,22.34199822,3.597401037,11.70105236,9.699172528,7.084127089,1.50524886,9.495086192
JoeL13.023,JoeL13.01_23.JPG,lake,Joe,F,69.22,1.128155332,1.835267577,5.013030849,12.92192779,16.18447406,3.5,21.99243571,4.047621429,10.85724643,9.881153571,6.525375,1.286596429,9.125477256
JoeL13.029,JoeL13.01_29.JPG,lake,Joe,M,68.64,1.3006786,2.099355672,5.888170878,14.28618867,16.14347508,3.55,22.86666119,4.25900975,11.50696477,10.23695053,6.886919155,1.460555668,9.785290296
JoeL13.030,JoeL13.01_30.JPG,lake,Joe,M,55.65,0.982552035,1.524062515,4.74456175,11.71484607,16.10263169,3.12,18.18777983,3.174534035,9.468228301,8.185652426,5.473172533,0.933486891,7.928616922
JoeL13.031,JoeL13.01_31.JPG,lake,Joe,M?,44.56,0.708712825,0.985912764,3.184536799,9.52360923,16.0619431,2.66,14.01434767,3.154483871,7.215616487,6.239078853,3.883043011,0.684247312,6.045166934
JoeL13.034,JoeL13.01_34.JPG,lake,Joe,M,68.44,1.250512437,2.16471962,6.279154828,14.62374003,16.02140854,3.99,22.30318347,4.053176776,11.9411376,10.25780706,6.826292527,1.273800762,10.05530658
JoeL13.036,JoeL13.01_36.JPG,lake,Joe,M,61.86,1.11773114,1.836962447,5.459030172,12.86619059,15.98102723,3.14,19.81998297,3.262049692,9.762613323,8.578078024,6.34482424,1.195603398,8.355217986
JoeL13.037,JoeL13.01_37.JPG,lake,Joe,F,58.93,1.039792769,1.498314948,4.832189653,11.82393189,15.9407984,3.33,19.48740782,4.020458579,10.1520142,8.7125416,6.084556871,0.881950955,8.515240628
JoeL13.038,JoeL13.01_38.JPG,lake,Joe,M,71.89,1.357158126,2.378024243,6.517940707,16.11365341,15.90072127,4.34,25.06088313,5.224681597,12.97357197,11.37517489,7.584478001,1.557890434,11.19000561
JoeL13.039,JoeL13.01_39.JPG,lake,Joe,M,71.06,1.287755617,2.250657336,6.02589234,15.67175563,15.8607951,4.38,24.37770902,5.221316249,12.67557209,10.46584115,7.739143446,1.29606609,10.3660146
JoeS13.001,JoeS13.01_01.JPG,stream,Joe,M,47.65,0.890238452,1.453385062,4.228604533,12.1008765,15.08725436,3.56,17.03016257,2.695953536,8.167995736,7.985052755,4.539532194,1.370180084,7.908069464
JoeS13.004,JoeS13.01_04.JPG,stream,Joe,F,51.64,0.88871338,1.504885211,4.365269577,11.62386982,15.16145507,3.67,17.13000618,2.538141064,9.136500451,8.053260985,5.156210538,1.136986243,7.74992775
JoeS13.008,JoeS13.01_08.JPG,stream,Joe,F,57.32,1.084002934,1.51826046,4.501484481,14.45628354,15.01494038,3.47,18.18505187,3.829498298,10.60470683,10.13561527,5.95257068,0.863790365,9.885444546
JoeS13.009,JoeS13.01_09.JPG,stream,Joe,F,54.44,NA,NA,NA,11.82170989,15.0886113,4.64,19.35027586,3.142698276,10.71078161,8.575017241,6.409468391,1.340448276,8.075663661
JoeS13.010,JoeS13.01_10.JPG,stream,Joe,M,49.44,0.921060751,1.546403754,4.426137201,11.92795028,15.16502372,3.69,17.80348951,3.503888764,8.918829872,7.632810542,5.594730973,1.144388994,7.409873388
JoeS13.011,JoeS13.01_11.JPG,stream,Joe,M,46.52,0.90710224,1.464160679,4.130972829,10.90534306,15.01610769,3.33,16.61565092,2.643879404,9.230508186,7.858752416,4.742932822,0.910694572,7.71044464
JoeS13.012,JoeS13.01_12.JPG,stream,Joe,F,49.48,0.876098019,1.32507119,4.021470539,11.20412984,15.3406813,3.4,16.78966198,3.396920671,8.167886028,8.000385303,4.961942063,0.890217951,7.643550087
JoeS13.013,JoeS13.01_13.JPG,stream,Joe,M,45.98,1.003366401,1.669997525,4.002299045,10.94604866,15.09160314,3.64,17.06905976,3.077142972,9.206468528,7.765172745,5.30779045,1.157036403,7.52790001
JoeS13.015,JoeS13.01_15.JPG,stream,Joe,M,52.46,1.105362353,1.661235363,4.4793413,12.01162049,15.16502372,3.88,18.03669182,3.198922196,9.955710676,9.165875854,5.854224707,1.133218104,9.024043972
JoeS13.017,JoeS13.01_17.JPG,stream,Joe,F,51.68,0.917918382,1.464456284,4.023878541,11.67014546,15.04129319,3.67,17.45610238,3.106453829,8.824210208,8.026176789,5.484890694,1.043188797,7.62939689
JoeS13.018,JoeS13.01_18.JPG,stream,Joe,M,52.79,0.909214403,1.84158613,4.743454216,11.88447574,15.09078575,4.24,18.52983955,3.211780841,9.503823426,8.706393006,5.862103613,1.260120349,8.295800343
JoeS13.020,JoeS13.01_20.JPG,stream,Joe,M,52.61,0.931203293,1.716024084,4.700593042,13.81404126,15.09078575,4.39,18.5602853,3.424082035,9.494218465,8.609668284,5.510279465,1.19573958,8.485212788
JoeS13.021,JoeS13.01_21.JPG,stream,Joe,M,49.75,0.915486562,1.542363194,4.427204789,11.91944087,15.16145507,3.4,17.73415165,3.130011567,9.66841623,8.651307874,5.363745171,0.870372407,8.52595453
JoeS13.022,JoeS13.01_22.JPG,stream,Joe,F,46.8,0.836319383,1.227629361,3.830441546,10.32032221,15.09160314,3.3,15.98226521,2.63467339,7.95958274,7.617195942,4.976451032,1.160822578,7.297912615
JoeS13.023,JoeS13.01_23.JPG,stream,Joe,F,57.03,0.894597034,1.664176654,4.255710613,11.93494792,15.0886113,4.64,19.12632471,3.180310345,9.25445977,8.502037356,5.803681034,1.226649425,8.441649568
JoeS13.024,JoeS13.01_24.JPG,stream,Joe,M,48.46,0.793893287,1.469695536,4.135433974,11.23931613,14.87211312,3.43,15.79247458,2.4073118,7.536731189,6.741606448,4.81539143,0.938491123,6.65280766
JoeS13.025,JoeS13.01_25.JPG,stream,Joe,F,43.59,0.672157127,1.031028512,3.233048999,9.358113728,15.08979092,2.72,14.26184413,1.933515806,7.18291788,6.22222273,4.05374385,0.727110753,5.95956092
JoeS13.026,JoeS13.01_26.JPG,stream,Joe,F,54.71,0.930645079,1.274059053,4.305581676,10.94434896,14.84626121,3.65,17.96064303,3.550207496,9.185112501,8.465677724,5.044916907,0.966271673,8.450437963
JoeS13.027,JoeS13.01_27.JPG,stream,Joe,F,54.95,0.918553684,1.58885865,4.372505912,12.00599462,15.23980711,3.95,18.28670329,2.788428318,9.066926802,8.113095427,5.483616583,1.496260408,7.507248342
JoeS13.028,JoeS13.01_28.JPG,stream,Joe,M,49.97,0.894242897,1.588746284,4.120925543,11.43649723,15.04128951,3.56,17.15924344,2.576795382,8.088819042,7.606724921,5.20139621,1.28170186,7.129166221
KenL13.001,KenL13.01_01.JPG,lake,Kennedy,F,52.76,0.907790518,1.488056904,4.573481361,11.11916723,16.09915492,2.52,17.5077195,2.615636231,8.896391016,7.734053924,5.236890773,0.994097365,7.636728251
KenL13.002,KenL13.01_02.JPG,lake,Kennedy,M,48.37,0.941339992,1.41432205,4.2965631,11.47869563,16.26202165,2.91,17.27122144,2.60724088,9.556953528,8.038626147,5.241565666,1.064339146,7.837502592
KenL13.003,KenL13.01_03.JPG,lake,Kennedy,M,48.43,0.759740385,1.704164106,4.420124367,11.63292744,15.85942431,3.07,17.31488016,2.448077166,9.006292676,8.077933138,5.172401728,1.013019048,7.881214164
KenL13.006,KenL13.01_06.JPG,lake,Kennedy,M,49.32,0.80276018,1.632383393,4.636452518,11.66955083,16.26454982,3.16,16.87321744,2.335080069,9.200892442,8.071553204,5.262351412,1.011994126,7.888251822
KenL13.008,KenL13.01_08.JPG,lake,Kennedy,M,49.19,0.841890532,1.701378227,4.398424603,12.13344031,16.60245974,3.41,16.81759739,2.651102315,9.097835247,8.389160299,5.252745811,0.915144356,8.157582932
KenL13.009,KenL13.01_09.JPG,lake,Kennedy,F,44.16,0.741723827,1.332737502,3.823349797,10.33302675,16.1002879,3.11,15.78729589,2.330717443,7.88805777,7.049207086,4.795294667,1.082227749,6.88751495
KenL13.010,KenL13.01_10.JPG,lake,Kennedy,M,46.19,0.76423295,1.420400032,3.978617219,10.96025891,16.43359514,3.22,15.87523843,1.953143723,8.061970751,7.429024352,4.563613573,0.937412786,7.151617148
KenL13.012,KenL13.01_12.JPG,lake,Kennedy,M,51.19,1.011616999,1.650786031,4.908517668,12.88340722,16.18095844,3.88,19.01583339,2.541409905,10.040699,9.033036532,5.644448494,1.026263362,8.722016133
KenL13.013,KenL13.01_13.JPG,lake,Kennedy,M,52.03,0.881906945,1.824634703,4.675052985,12.37409899,15.93738997,3.49,17.83699989,2.411859497,9.248175308,8.287104936,5.509571405,0.957137623,8.171359277
KenL13.014,KenL13.01_14.JPG,lake,Kennedy,M,48.79,0.756771592,1.557506906,4.478970072,11.77436987,16.17626999,3,17.7621952,2.617910677,8.805694305,7.897678825,5.31071696,0.864310992,7.650309924
KenL13.018,KenL13.01_18.JPG,lake,Kennedy,unknown,50.33,0.836447183,1.683254721,4.647456244,11.70000822,16.51569433,3.64,18.46379582,2.832130074,9.667674665,8.405333619,5.713307389,1.080465547,8.17870024
KenL13.019,KenL13.01_19.JPG,lake,Kennedy,M,45.61,0.874865897,1.571381233,3.930578984,11.23532324,15.94011984,3.03,16.11519196,2.053449577,8.517237761,6.856848254,4.961912165,0.673721533,6.806064429
KenL13.020,KenL13.01_20.JPG,lake,Kennedy,F,49.92,1.05497474,1.462111997,4.146831729,11.21993922,16.10193869,3.06,16.39924043,2.680135614,8.603634861,7.718768041,5.062752578,1.048421422,7.433864294
KenL13.021,KenL13.01_21.JPG,lake,Kennedy,M,49.03,0.968242733,1.765090326,4.386559922,11.15247387,16.34762297,3.23,17.53654672,2.462842598,9.030148289,8.018585305,5.348674712,1.034399799,7.78958295
KenL13.026,KenL13.01_26.JPG,lake,Kennedy,M,45.69,0.749794538,1.747157143,4.417498605,11.28131618,16.01909056,3.18,16.26477397,2.775012664,8.961848317,7.662745232,4.753322577,0.912854772,7.493726088
KenL13.027,KenL13.01_27.JPG,lake,Kennedy,M,46.78,0.80494523,1.579416237,4.252055012,11.78804048,16.34932445,2.97,16.98914227,2.416023332,8.87871583,7.702012931,4.43261356,0.829089122,7.604269768
KenL13.028,KenL13.01_28.JPG,lake,Kennedy,M,42.17,0.735528673,1.429473223,3.730384214,10.18421538,16.1012172,3.08,15.15902862,2.302863684,8.750961801,7.477515999,4.725945777,0.862065209,7.37572554
KenL13.029,KenL13.01_29.JPG,lake,Kennedy,M,43.97,0.907335313,1.390907851,4.006487428,10.21050456,15.94011984,2.94,15.59032534,2.528421762,7.408157779,6.827666716,4.319612515,0.967183237,6.797886698
KenL13.032,KenL13.01_32.JPG,lake,Kennedy,M,50.51,0.70538627,1.71008863,4.482625596,12.04691445,16.02123457,3.53,17.38263706,2.300059021,8.910155507,8.284570395,4.780696083,1.1481129,8.015124242
KenL13.033,KenL13.01_33.JPG,lake,Kennedy,F,50.39,0.926705434,1.568052317,4.068319004,10.55327935,16.02000879,3.48,17.00488349,2.771451955,8.689732225,7.707906337,5.460108112,0.916105694,7.501045917
KenS13.002,KenS13.01_02.JPG,stream,Kennedy,M,40.65,0.762048372,1.359029996,3.53543926,9.156494072,16.18304467,2.24,14.097085,2.013546046,6.757149965,6.163560004,3.788350373,0.963471544,5.98202787
KenS13.003,KenS13.01_03.JPG,stream,Kennedy,F,53.3,0.791243494,1.483434485,4.417948211,12.05176169,15.39255541,2.87,17.74058904,2.237445205,9.394082192,8.275047945,5.46134589,1.021034247,7.91970888
KenS13.006,KenS13.01_06.JPG,stream,Kennedy,M,39.75,0.707845543,1.22671566,3.408174265,9.646381669,16.2662342,2.24,13.03839888,1.803820901,6.381269912,5.698284733,3.917316331,0.850999275,5.622425121
KenS13.008,KenS13.01_08.JPG,stream,Kennedy,F,40.48,0.622853635,1.058846625,3.018588208,8.483489693,15.31598827,2.06,12.59095737,1.620949293,6.759331647,6.084864796,3.660215731,0.667229779,5.82620324
KenS13.010,KenS13.01_10.JPG,stream,Kennedy,M,39.22,0.744093331,1.090020637,3.511452353,9.10421403,15.1669464,2.48,12.98590593,2.173390733,6.673639857,6.02193331,3.739869076,0.633924739,5.863073905
KenS13.011,KenS13.01_11.JPG,stream,Kennedy,unknown,37,0.638799578,1.110952569,3.062198588,8.095813847,16.34645544,2.25,11.84121738,1.982469358,5.93969925,5.271497211,3.444351599,0.493905885,5.126525177
KenS13.012,KenS13.01_12.JPG,stream,Kennedy,M,47.74,0.931597709,1.292793794,4.264393586,10.8147113,13.09297264,3.19,15.86450187,2.857294723,8.021675462,8.002234151,4.8590892,0.992342855,7.752211795
KenS13.015,KenS13.01_15.JPG,stream,Kennedy,M,37.43,0.674352176,1.053790368,3.035979555,8.428042603,15.94011984,2.21,12.22189196,1.566806515,6.324557271,5.664398142,3.334852903,0.61825979,5.488464233
KenS13.016,KenS13.01_16.JPG,stream,Kennedy,F,35.66,0.628400338,0.94166927,2.757635634,8.196253754,13.3773509,1.89,11.62335162,1.286642539,5.808760319,5.278065175,3.332449329,0.588088816,5.02759762
KenS13.019,KenS13.01_19.JPG,stream,Kennedy,M,35.48,0.65078246,1.132875498,3.199186364,7.682789585,13.2122942,2.13,12.12047647,2.009566724,6.191292693,5.294415781,3.35035317,0.449700389,5.227239549
KenS13.020,KenS13.01_20.JPG,stream,Kennedy,unknown,37.18,0.619710887,1.105276936,3.13723798,8.493595836,13.33628956,2.17,12.76648389,1.781140315,6.586708228,5.737264543,3.575427814,0.583195235,5.452061774
KenS13.021,KenS13.01_21.JPG,stream,Kennedy,F,33.48,0.581916537,0.825118112,2.496035982,7.570152304,16.26339117,1.98,11.07761325,1.620171576,5.222843034,4.428343158,3.039717969,0.566063457,4.261675485
KenS13.022,KenS13.01_22.JPG,stream,Kennedy,M?,33.01,0.567200608,0.922196818,2.756205049,6.834237209,15.08979092,2.12,10.93580067,1.840018771,5.387320043,4.911899062,3.005199084,0.57476848,4.772627005
KenS13.023,KenS13.01_23.JPG,stream,Kennedy,F,29.04,0.542196225,0.780753772,2.299360351,6.584744647,12.66625121,1.64,9.247416371,1.788990621,4.482522422,4.042165821,2.572902228,0.536910489,3.976302234
KenS13.024,KenS13.01_24.JPG,stream,Kennedy,F,33.88,0.63175657,0.956063186,2.716945069,7.722389183,13.2122942,2.23,10.85809309,1.467891392,5.47027075,4.80448734,3.037586706,0.559933615,4.600211173
KenS13.032,KenS13.01_32.JPG,stream,Kennedy,unknown,32.26,0.50558055,0.9427186,2.624647238,7.115248441,13.13380936,1.84,10.03102982,1.39518648,5.093581915,4.570185131,2.98318522,0.529080016,4.255453627
KenS13.034,KenS13.01_34.JPG,stream,Kennedy,F,41.34,0.703706576,1.148825757,3.191975961,9.325564037,13.67119784,2.28,12.97400417,2.062805061,6.87718171,6.518909725,3.485399146,0.611780674,6.226268832
KenS13.039,KenS13.01_39.JPG,stream,Kennedy,F,41.33,0.685665064,1.063677031,3.222805785,8.619608045,16.02154205,2.28,12.25870236,1.47040282,7.21768429,6.650739107,4.322379518,0.960611901,6.477327719
KenS13.040,KenS13.01_40.JPG,stream,Kennedy,F,49.99,0.885579828,1.587915207,4.036861109,9.877577506,15.94011984,3.3,16.65280135,2.661559272,9.046307955,7.923262862,4.630917187,0.969283398,7.613657127
MisS13.100,Mis13LS.02_100.JPG,stream,Misty,M,50.68,0.999314729,1.637420355,4.36578115,12.02150034,16.02072483,4.23,17.64683092,3.182148314,8.648174148,7.845264102,5.721556732,1.008421502,7.48726696
MisS13.102,Mis13LS.02_102.JPG,stream,Misty,F,36.95,0.607441564,0.927311331,2.829121559,7.722020926,15.94062574,3.36,10.75620519,2.1706432,6.226174429,5.636663089,3.706818344,0.459480575,5.447501709
MisS13.103,Mis13LS.02_103.JPG,stream,Misty,M,48.01,1.007754687,1.580023722,4.256847606,10.58801032,16.02123457,2.83,15.71268267,2.996066679,8.150543407,6.885475788,5.294063272,0.66749126,6.735284957
MisS13.105,Mis13LS.02_105.JPG,stream,Misty,F,45.48,0.776995269,1.193815221,3.574087929,10.78587026,16.02154205,3.63,14.83226505,2.675980606,7.494361173,6.699014664,4.636133822,0.90911879,6.41436598
MisS13.106,Mis13LS.02_106.JPG,stream,Misty,M,50.73,1.018638333,1.633645303,4.491546212,12.35046063,16.0216432,3.62,17.21871798,3.514972901,9.168179131,8.121148786,5.262348955,0.744975441,7.888687203
MisS13.107,Mis13LS.02_107.JPG,stream,Misty,M,47.36,0.830131342,1.587611314,4.172360338,11.37620013,16.09915492,4.07,16.84109848,2.995299242,8.550628788,7.957973485,5.557992424,1.154526515,7.473265022
MisS13.108,Mis13LS.02_108.JPG,stream,Misty,F,30.98,0.494006129,0.726693978,2.215664409,7.119463521,15.91424641,3.9,9.948714321,1.650299188,5.281609968,4.615756416,2.643630606,0.52823995,4.607112645
MisS13.109,Mis13LS.02_109.JPG,stream,Misty,M,52.4,1.074636368,1.784514111,4.541047766,11.48676036,16.18429332,3.45,18.52715348,3.444259396,9.404635178,8.455637015,6.124332538,1.101202433,8.5187587
MisS13.110,Mis13LS.02_110.JPG,stream,Misty,F,36.52,0.617395503,0.882189668,2.728135912,8.446658582,15.99198371,3.79,12.20138939,2.197040453,6.446450464,5.421204498,3.316125081,0.723590247,5.484474026
MisS13.111,Mis13LS.02_111.JPG,stream,Misty,M,51.96,1.002654654,1.790189036,4.596244935,11.96269257,16.02000879,3.74,17.72894923,4.230379416,9.427970118,8.679106016,5.865455917,0.799175158,8.535569097
