fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
TheS13.002,TheS13.01_02.JPG,stream,Theimer,M,56.8,1.085425462,1.570641918,5.161448575,12.60753019,17.16960468,3.29,18.85581246,2.795658954,10.01790533,8.794643763,5.652606164,0.975547015,8.594983706
TheS13.003,TheS13.01_03.JPG,stream,Theimer,F,69.37,1.197345584,2.085045478,5.751282203,14.4801761,17.21705094,3.81,23.56915,3.643557143,12.249375,10.67235714,7.117096429,1.1677,10.42037349
TheS13.005,TheS13.01_05.JPG,stream,Theimer,F,41.33,0.695917668,1.121417428,3.151453486,8.374316447,16.97836407,2.22,13.48474912,2.207611593,5.983299808,5.595785505,3.425452825,0.673831572,5.526399668
TheS13.006,TheS13.01_06.JPG,stream,Theimer,F,42.51,0.763010705,1.039323997,3.283618193,8.586047602,17.0367919,2.61,13.81861117,2.28681387,6.844159573,5.937240403,3.916353395,1.065453865,5.838456297
TheS13.007,TheS13.01_07.JPG,stream,Theimer,F,40.49,0.718592735,1.094061651,3.234106085,8.855992304,16.94738759,2.37,12.73431881,1.886073341,6.888406022,6.2231239,3.74806544,0.462621763,6.167217928
TheS13.016,TheS13.01_16.JPG,stream,Theimer,M,52.27,0.801859468,1.492822159,4.555430998,11.35103204,17.12761655,3.13,17.25988951,2.521580336,8.832775445,7.939723278,4.91461832,1.126904147,7.845414748
TheS13.018,TheS13.01_18.JPG,stream,Theimer,M,48.73,0.827349467,1.364650897,3.985630609,10.15691402,16.26202165,2.91,15.9133935,2.421194946,8.311093863,7.469436823,4.510902527,0.858111913,7.302420135
TheS13.019,TheS13.01_19.JPG,stream,Theimer,F,41.5,0.650494507,1.086796332,3.430272125,9.256818915,17.21752419,2.42,12.93608608,2.254564148,7.251036066,6.414095427,3.868982103,0.758456658,6.287595527
TheS13.021,TheS13.01_21.JPG,stream,Theimer,M,43.01,0.785512502,1.267353485,3.715498715,9.147215298,17.03760379,2.52,14.05015199,2.348739403,7.753057098,6.881546666,3.763648489,0.754073461,6.759087188
TheS13.022,TheS13.01_22.JPG,stream,Theimer,M,41.4,0.701030192,1.047837561,3.438952719,8.695731712,17.0367919,2.35,13.89737739,2.282722736,7.14877381,6.15358268,4.007843337,0.855662579,5.975975391
TheS13.024,TheS13.01_24.JPG,stream,Theimer,M,45.36,0.855831587,1.154267899,3.74586722,9.956900023,16.94978669,2.63,14.73133268,2.598090119,8.056339853,6.621946906,4.635194508,0.733642987,6.449983224
TheS13.026,TheS13.01_26.JPG,stream,Theimer,M,45.92,0.767061984,1.266141686,3.9781764,9.840601884,16.95013009,3.01,15.64400969,2.616365344,8.040842203,6.923272211,4.382950985,0.780940591,6.851149111
TheS13.027,TheS13.01_27.JPG,stream,Theimer,F?,41.38,0.712171926,1.173925854,3.487304718,9.598078402,17.76826125,2.24,13.62825569,2.328411073,7.148855438,6.787405564,4.05039102,0.786484619,6.720061579
TheS13.028,TheS13.01_28.JPG,stream,Theimer,F,63.05,1.115338338,1.841630128,5.141499749,12.58863309,17.0367919,3.66,19.9009,3.430246429,10.31648571,8.6506,6.557146429,1.0227,8.481748111
TheS13.029,TheS13.01_29.JPG,stream,Theimer,F,60.65,1.287632156,1.646780586,5.196616654,12.60118013,17.03575382,3.44,20.09579298,2.847846526,10.23822623,8.747808733,6.090466324,1.340073266,8.709213392
TheS13.031,TheS13.01_31.JPG,stream,Theimer,F,49.46,0.820050443,1.199606262,3.820186145,10.24985501,17.0367919,2.92,15.30214195,2.354964569,7.917033839,7.002331415,4.544363734,0.902851634,6.882527753
TheS13.038,TheS13.01_38.JPG,stream,Theimer,M,61.07,1.184647765,1.905911511,5.734837451,15.32897767,17.39815311,4.07,22.27715735,3.76341658,11.78026808,9.808553206,6.96637441,1.469524569,9.695725139
TheS13.039,TheS13.01_39.JPG,stream,Theimer,F,59.49,1.03913268,1.471633342,5.128554656,12.32501121,16.94921438,4.05,19.16184167,2.888031322,10.5003242,9.353687414,6.193561749,1.182963953,9.198936781
TheS13.040,TheS13.01_40.JPG,stream,Theimer,F,64.57,1.113778472,1.635157858,5.26150009,13.0604377,17.0367919,3.83,20.27162198,2.683266425,11.10790059,9.63161368,6.395216938,1.578225888,9.460869764
VibL13.001,VibL13.01_01.JPG,lake,Village Bay,F,43.34,0.878887955,1.226042124,3.374402913,9.384760115,10.24679036,2.42,13.08251127,2.077378729,7.081628935,6.527286321,3.852173272,0.832156783,6.325788827
VibL13.003,VibL13.01_03.JPG,lake,Village Bay,F,40.69,0.786954619,1.347975945,3.519303541,10.01558371,7.916067543,2.52,13.82927223,2.029864505,7.939062093,7.146855366,3.510349675,0.957633758,6.908046484
VibL13.005,VibL13.01_05.JPG,lake,Village Bay,M,44.09,0.876830187,1.362087931,4.016767676,10.30022947,7.91166289,2.6,15.09630581,2.256406849,8.136049503,7.358208359,4.246039088,0.752822452,7.197744572
VibL13.007,VibL13.01_07.JPG,lake,Village Bay,F,44.46,0.899063918,1.317769759,3.497983505,9.586657253,13.00527256,2.88,14.19776069,2.279930532,7.46667396,6.779236921,4.04711699,1.019252479,6.485810594
VibL13.008,VibL13.01_08.JPG,lake,Village Bay,F,40.22,0.686928188,1.148335365,3.073831175,8.489936205,11.56266006,2.12,12.49672339,2.069971997,6.737699214,5.837392445,3.297232086,0.567698196,5.729213798
VibL13.009,VibL13.01_09.JPG,lake,Village Bay,M,44.03,NA,NA,NA,10.32237116,10.4536007,2.7,15.01958062,1.773879072,8.14099015,7.274413555,4.340984048,0.957295364,7.172809146
VibL13.010,VibL13.01_10.JPG,lake,Village Bay,M,44.8,0.999990269,1.463473808,4.254171634,10.40944656,9.876647121,2.98,16.07272368,2.393685186,8.700169418,7.725770549,4.490248961,1.102226747,7.568183759
VibL13.011,VibL13.01_11.JPG,lake,Village Bay,F,42.29,0.802407505,1.154096808,3.350086776,9.383969452,12.4725804,2.39,13.59368167,2.40240128,6.919588118,6.347073383,3.463993716,0.810858939,6.288900695
VibL13.012,VibL13.01_12.JPG,lake,Village Bay,M,43.68,0.864077208,1.522589332,4.034246973,10.64255676,8.714960976,2.59,14.48153715,2.137967948,7.252287344,6.541930615,3.745190979,0.759484982,6.370877333
VibL13.013,VibL13.01_13.JPG,lake,Village Bay,M,39.33,0.808325219,1.324846423,3.703043488,9.913810018,6.199742609,2.64,14.32820739,1.960557047,7.496876098,6.793355283,3.967210569,0.630299054,6.733580201
VibL13.014,VibL13.01_14.JPG,lake,Village Bay,F,43.38,0.908570592,1.595994321,3.872058399,10.05275283,10.55012611,2.59,14.27954789,2.030972806,7.704015206,7.139001309,3.6071736,0.488565101,6.977191108
VibL13.016,VibL13.01_16.JPG,lake,Village Bay,F,50.92,0.958025724,1.599111918,3.870188101,9.476945314,12.20452021,3.28,16.12912628,2.56105281,8.580589257,7.580674741,4.638718076,0.977669673,7.430460325
VibL13.017,VibL13.01_17.JPG,lake,Village Bay,M,39.53,0.77891875,1.310294872,3.530738301,9.706019402,8.870371929,2.62,13.52894228,2.087596515,7.082446901,5.855452614,4.101975718,0.818244411,5.8362168
VibL13.020,VibL13.01_20.JPG,lake,Village Bay,F,48.45,0.838651127,1.464323304,3.991504427,9.651647119,8.516600982,2.76,14.53787487,2.542100722,8.063575697,7.457585145,4.390445712,0.945830918,7.3477964
VibL13.021,VibL13.01_21.JPG,lake,Village Bay,F,44.61,0.745139261,1.289927267,3.599723434,9.301103948,12.21221568,2.45,14.4614035,2.674374893,7.616333424,6.805692727,4.085638757,0.798154003,6.721467557
VibL13.022,VibL13.01_22.JPG,lake,Village Bay,F,44.68,1.044157043,1.563230203,4.265233852,11.41032999,10.5945122,2.78,15.73142636,2.458388023,7.984927058,6.971334089,4.490977662,1.027353066,6.850329752
VibL13.023,VibL13.01_23.JPG,lake,Village Bay,F,42.48,0.879676909,1.445871777,3.807914544,9.54378091,9.466004585,2.51,14.33008821,2.14052988,7.873220101,6.81952271,4.065560838,0.774120561,6.754574829
VibL13.024,VibL13.01_24.JPG,lake,Village Bay,F,42.2,0.772890223,1.100379673,3.453033671,8.66960286,13.47282372,2.36,12.86699818,2.325010621,6.618748633,6.114402204,3.362737782,0.729219212,5.98252592
VibL13.025,VibL13.01_25.JPG,lake,Village Bay,F,48.56,0.843647052,1.375293373,3.766817553,9.719469748,12.38469256,2.72,13.93763081,2.13511466,7.816298159,6.892300651,4.297216781,0.984633969,6.688809061
VibL13.026,VibL13.01_26.JPG,lake,Village Bay,F,44.29,1.107679611,0.796159299,3.566506542,9.526708644,7.908650402,2.5,14.2609159,2.451572658,7.298278181,6.412454394,3.902031983,0.739476326,6.292086566
VibS13.002,VibS13.01_02.JPG,stream,Village Bay,F,48.86,0.953287158,1.353348334,4.125144467,11.15554515,12.52516465,3.26,16.30507908,2.549785847,8.083634463,7.392114388,4.719801795,1.156283976,7.369105952
VibS13.003,VibS13.01_03.JPG,stream,Village Bay,M,48.83,1.043073429,1.813585779,4.567061662,12.38328287,15.90900385,3.6,17.32689382,3.445389265,8.884269747,7.979423685,5.254563275,0.667646791,7.808919756
VibS13.004,VibS13.01_04.JPG,stream,Village Bay,M,40.81,0.937912183,1.29505654,3.82163216,10.55276087,11.04007819,2.59,14.91537462,2.543489826,7.249911,6.456485603,4.054409497,0.921396314,6.4932987
VibS13.005,VibS13.01_05.JPG,stream,Village Bay,F,36.77,0.732050297,1.073977042,3.032441504,9.031262409,7.815141114,2.3,12.69795224,2.088630557,6.401203566,5.979154855,3.885479678,0.772660241,5.891402699
VibS13.006,VibS13.01_06.JPG,stream,Village Bay,F,34.72,0.693573881,1.022543603,2.945765831,8.849627455,9.069908833,2.17,12.12435273,2.039501124,5.894468806,5.320657822,3.314654053,0.944014007,5.156585811
VibS13.007,VibS13.01_07.JPG,stream,Village Bay,F,44.83,0.862473571,1.378538024,3.415547251,10.21372004,12.98592468,2.87,13.48433843,2.141404238,7.437689794,6.77309512,4.109158602,0.806562964,6.675058615
VibS13.008,VibS13.01_08.JPG,stream,Village Bay,F,35.86,0.674074296,0.919975555,2.749584618,8.177384559,8.841139124,2.09,12.05719253,2.690112545,6.223435236,5.275448433,3.623822121,0.631174469,5.298005629
VibS13.009,VibS13.01_09.JPG,stream,Village Bay,F,32.82,0.6773698,0.843956061,2.658567187,7.922361525,7.47430708,2.13,10.91751347,2.288559417,5.25253899,4.719803978,3.029099312,0.493218027,4.683343045
VibS13.010,VibS13.01_10.JPG,stream,Village Bay,F,46.73,1.018796505,1.478612379,3.930645679,10.35563438,14.34256479,3.37,16.23524282,3.091236717,8.547366122,7.527917444,5.065313702,0.580377715,7.316097826
VibS13.012,VibS13.01_12.JPG,stream,Village Bay,F,37.17,0.681189419,0.954401896,2.947481124,8.530519767,9.916794682,2.38,11.95264433,2.353895653,6.238293529,5.630698868,3.45025597,0.564394794,5.530069872
VibS13.013,VibS13.01_13.JPG,stream,Village Bay,F,41.02,0.788304659,1.122959011,3.177032302,9.800375632,11.31319629,2.76,13.67729184,2.95141796,6.788385376,6.228295932,4.023809074,0.78260431,6.06913317
VibS13.014,VibS13.01_14.JPG,stream,Village Bay,M,35.29,0.691734455,1.043539367,3.020857198,8.546134062,8.538547445,2.27,11.57317724,2.428700447,5.99098529,5.270085601,3.244661444,0.551796728,5.18458685
VibS13.015,VibS13.01_15.JPG,stream,Village Bay,F,37.02,0.732895108,1.012898922,3.083208416,9.051693575,11.52134711,2.56,12.34839625,2.248802164,6.449948937,6.022595808,3.431393903,0.544541909,5.841453378
VibS13.016,VibS13.01_16.JPG,stream,Village Bay,M,45.37,1.012365633,1.514863221,4.270113094,11.80159305,12.94594378,2.84,16.17663163,2.652390877,8.057114302,7.188123195,4.318082526,1.057194417,7.036795
VibS13.017,VibS13.01_17.JPG,stream,Village Bay,F,41.03,0.850033276,1.087229315,3.241995787,9.611335756,12.18198448,2.56,13.57949422,3.200028474,7.214843494,6.633502408,3.850563381,0.505316865,6.531676297
VibS13.018,VibS13.01_18.JPG,stream,Village Bay,F,38.71,0.726117384,1.169028231,3.019220716,9.332256105,9.412683843,2.57,12.32974626,2.204687136,6.384354855,5.658245877,3.683010955,0.617961533,5.594083841
VibS13.019,VibS13.01_19.JPG,stream,Village Bay,F,42.91,0.912905447,1.175818482,3.496799611,10.34000545,10.6489326,2.94,14.5033846,2.532488972,7.77875574,7.011543301,4.388069403,1.035184497,6.896498217
VibS13.020,VibS13.01_20.JPG,stream,Village Bay,M,44.39,0.935888009,1.495473784,4.081774233,10.95226587,12.00076265,3.08,15.08830298,2.940507256,7.50098449,6.666582695,4.6738963,1.114277888,6.642282804
VibS13.021,VibS13.01_21.JPG,stream,Village Bay,F,40.08,0.811955746,1.228654612,3.232539491,9.206835059,9.87687898,2.59,12.68082834,2.698704073,6.616613645,5.981754439,3.879006584,0.688037024,5.769169441
VibS13.022,VibS13.01_22.JPG,stream,Village Bay,F,50.15,0.999645537,1.299206998,4.177837599,11.34629902,18.68637168,3.93,17.21623684,3.066123876,8.731780522,8.099693498,5.286901802,1.377603673,7.907705922
VibS13.024,VibS13.01_24.JPG,stream,Village Bay,unknown,40.84,0.841148685,1.325931776,3.730935692,10.00018054,8.931210819,2.57,13.70001223,2.523511309,7.457566755,6.619657898,4.069021518,0.630999599,6.688931859
