habitat,watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm,fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
lake,northy,3.52,4.42,12.74,2.32,7.09,2.91,12.15,2.32,3.4,4.65,14.67,5.86,6.3,20.94,692.74,52.57,9.65,3.31,3.43,4.66,5.32,3.5,7.71,6.22,4.66,3.22,0,2.23,51.4,5.19,4,5.11,4,16,17 one on the roof of mouth that I could not see,1.06,1.15,1,2.69,NorL13.001,NorL13.01_01.JPG,lake,Northy,F,51.4,0.969700747,1.323036963,3.968204841,9.651638579,15.5353238,3.31,16.49612287,3.175294544,8.622793406,7.905695726,4.857211214,0.92195273,7.473288863
lake,northy,3.63,4.87,13.39,2.45,8.11,2.75,12.36,2.19,3.69,4.46,15.08,7.53,6.22,21.7,870.17,52.41,10.92,4.07,3.88,4.74,6.47,4.77,8.02,6.54,4.18,2.79,0,2.2,51.6,5.59,4,5.86,4,18,18,1.05,1.13,1.04,2.46,NorL13.002,NorL13.01_02.JPG,lake,Northy,F,51.6,1.130782242,1.604429169,4.241972121,10.91615414,15.28530942,4.07,12.59591726,2.30149261,6.186268691,5.740969713,3.992135834,0.622290874,5.57479244
lake,northy,3.2,4.19,13.2,2.64,9.54,2.6,12.35,3.31,4.37,4.91,15.95,7.81,6.04,21.92,917.89,54.05,12.06,4.09,3.41,4.8,5.17,3.06,7.1,5.76,5.07,3.2,0,2.37,52.85,5.45,4,5.57,4,17,17,1.26,1.21,1.25,2.39,NorL13.003,NorL13.01_03.JPG,lake,Northy,M,52.85,1.014643813,1.810129431,4.793428094,12.05639842,15.59434132,4.09,17.64452058,3.022497208,9.439917534,8.127374278,5.398070465,1.431527369,7.920417049
lake,northy,2.88,4.39,14.78,2.57,9.78,2.89,12.41,3.15,4.22,4.68,16,8.2,6.07,23.16,1033.58,50.93,11.56,3.71,3.24,4.9,5.49,4.17,10.09,7.09,4.41,2.93,0,2.06,50.65,5.95,6,6.32,8,17,17,1.27,1.23,1.24,2.5,NorL13.004,NorL13.01_04.JPG,lake,Northy,M,50.65,0.930663816,1.78025937,4.533445792,11.5609727,15.4832535,3.71,17.23864929,3.313511837,8.944037292,8.322396925,5.377889721,1.01221958,8.059716218
lake,northy,3.54,4.59,10.43,2.06,7.36,2.26,10.34,2.85,3.81,4.07,13.6,6.32,4.91,18.06,626.57,44.1,10.22,2.77,1.98,3.88,4.64,2.84,7.62,5.67,4.17,2.89,0,1.33,43.52,5.75,4,5.96,4,18,18,0.83,0.76,0.71,3.12,NorL13.005,NorL13.01_05.JPG,lake,Northy,M,43.52,0.841745214,1.31570729,3.727239571,10.21881446,15.41543668,2.77,14.77121053,2.560808271,7.933398496,6.928421053,4.512530075,0.677736842,6.838799499
lake,northy,2.95,4.3,9.8,1.87,5.91,1.97,9.78,1.86,2.66,3.78,11.4,6.58,4.31,16.69,525.37,41.79,8.96,2.67,2.6,3.64,4.03,2.46,6.42,6.07,3.93,2.8,0,1.24,41.34,4.77,6,5.04,5,19,19,0.71,0.62,0.42,3.18,NorL13.006,NorL13.01_06.JPG,lake,Northy,F,41.34,0.761718419,1.217186938,3.283623523,8.955745989,14.94474139,2.67,12.73179407,2.693018221,6.637341004,5.828622857,3.946210829,0.568335523,5.773421569
lake,northy,3.62,4.08,11.72,2.14,7.4,2.2,10.85,2.43,3.99,4.33,14.14,7.87,5.5,21.01,844.58,45.72,10.46,3.46,2.86,4.82,4.93,3.25,8.08,6.11,4.48,3.19,0,1.57,45.39,4.59,6,5.59,8,19,19,0.98,0.92,0.96,3.34,NorL13.007,NorL13.01_07.JPG,lake,Northy,M,45.39,0.89949623,1.527155594,3.980136499,10.46049246,14.94580575,3.46,15.66460957,2.711515089,7.847508963,6.888305063,4.785328389,0.854389,6.771908492
lake,northy,2.82,4.12,9.97,2.32,6.56,2.55,9.9,2.3,3.31,4.07,13.01,7.18,4.33,18.92,624.88,41.92,9.9,3.1,2.22,3.89,4.23,2.93,6.69,5.71,3.73,2.95,0,1.1,40.97,4.77,5,4.79,7,17,17,0.94,0.95,0.82,3.32,NorL13.008,NorL13.01_08.JPG,lake,Northy,M,40.97,0.796509643,1.211612204,3.643878806,9.900063321,15.23287701,3.1,14.15905799,2.650336489,6.864419205,5.84991906,4.086967869,0.961717803,5.786762578
lake,northy,3.41,4.24,10.75,2.59,8.94,2.67,10.95,2.38,3.58,4.22,13.8,7.56,4.93,19.88,694.3,45.64,10.75,3.42,2.23,4.91,4.53,2.59,7.13,6.12,4.58,3.4,0,1.56,44.23,5.15,4,5.42,4,19,17 two left behind count confirmed,0.91,1.04,0.68,3.19,NorL13.010,NorL13.01_10.JPG,lake,Northy,unknown,44.23,1.037901078,1.504891368,4.036305438,10.75062341,15.39570671,3.42,14.62359831,3.064413872,7.86404401,7.052107559,4.536340796,0.869948724,6.93252254
lake,northy,2.77,3.45,11.29,2.14,9.03,2.85,10.41,3.06,3.78,4.26,14.25,8.08,5.54,21.44,837.95,46.38,10.39,3.2,2.45,3.47,3.67,2.69,7.24,5.82,3.81,2.72,0,1.32,45.38,4.91,4,5.15,5,17,17,1.07,1,1.06,2.56,NorL13.013,NorL13.01_13.JPG,lake,Northy,M,45.38,0.958446304,1.535583158,3.980922833,10.38772618,15.03708018,3.2,16.03008475,2.331114928,8.267625156,7.028818215,4.796108599,1.117740136,6.848353539
lake,northy,3.37,3.9,12.39,2.27,8.62,3.21,11.08,2.93,4.1,4.37,15.02,7.01,5.98,20.03,756.31,48.5,11.24,3.46,2.5,4.68,4.82,3.17,8.03,5.93,4.78,3.6,0,1.9,47.73,5.13,5,5.29,5,17,17,1.02,0.92,0.86,2.61,NorL13.014,NorL13.01_14.JPG,lake,Northy,M,47.73,0.993534566,1.529185422,4.217444513,11.24218483,15.54349354,3.46,16.47144712,2.882220466,8.17990738,7.599823388,4.458846367,1.110963474,7.522876986
lake,northy,4.61,5.11,16.24,3.39,11.03,3.81,14.09,2.78,4.93,5.05,17.49,9.7,6.91,26.31,1290.89,59.04,13.3,4.71,3.78,5.79,5.93,4.31,10.72,7.87,5.63,4.05,0,3.43,57.91,6.6,4,7.13,3,17,13 rakers along mouth left behind; count confirmed,1.47,1.41,1.39,2.11,NorL13.015,NorL13.01_15.JPG,lake,Northy,M,57.91,1.144612074,1.879433591,4.872037461,13.30272168,15.59545252,4.71,20.32515963,3.408797334,10.23545473,8.413921132,5.79676089,1.455859784,8.221607653
lake,northy,3.8,4.22,11.62,2.42,8.51,3.06,11.24,2.88,3.88,4.6,14.72,7.03,5.37,19.71,702.09,46.98,10.74,3.29,2.84,4.03,4.86,2.78,7.36,5.31,4.69,3.21,0,1.65,45.88,5.17,4,5.04,5,17,17,1.15,1.08,1.09,2.84,NorL13.016,NorL13.01_16.JPG,lake,Northy,M,45.88,0.910673197,1.428983229,4.225729781,10.7405267,15.15989837,3.29,15.80343599,2.794352221,8.437841985,7.430349182,4.204112828,1.260930843,7.412924199
lake,northy,3.59,4.39,10.58,2.16,7.8,2.99,10.54,2.65,3.57,4.17,13.65,7.14,5.63,20.76,780.32,46.25,9.76,3.12,2.33,3.96,4.32,2.7,8,5.55,4.27,3.24,0,1.42,44.86,5.2,4,5.43,4,18,18,0.81,0.71,0.68,3.07,NorL13.017,NorL13.01_17.JPG,lake,Northy,unknown,44.86,1.080084228,1.39592801,3.811102239,9.760379883,15.39273448,3.12,14.90571131,2.079877447,7.508145447,6.539439677,4.322532259,1.224514346,6.456030803
lake,northy,3.14,3.74,10.24,1.92,7.17,2.27,9.55,2.29,2.55,3.7,11.55,4.7,3.93,14.88,377.35,42.27,9.41,2.61,1.94,2.97,3.76,2.05,5.37,4.31,4.35,3.17,0,1.09,41.45,4.2,4,4.19,5,15,15,0.79,0.84,0.85,3.19,NorL13.018,NorL13.01_18.JPG,lake,Northy,F,41.45,0.791331951,1.0844464,3.22391219,9.413963366,15.09223565,2.61,12.82802534,2.467136181,6.844562186,6.127530013,3.607742321,0.805462534,6.090611731
lake,northy,3.26,3.96,12.05,2.26,9,2.63,11.06,3.11,4.08,4.51,15.04,7.06,5.64,21.07,788.84,49.62,10.91,3.35,2.5,4.13,4.7,2.8,8.04,5.56,4.36,3.36,0,1.72,47.95,5.08,6,5.08,6,17,17,1,0.93,1.02,2.89,NorL13.019,NorL13.01_19.JPG,lake,Northy,M,47.95,0.924022414,1.682233129,4.277257987,10.90537938,15.23517651,3.35,16.24536945,2.655764455,8.201987367,7.329114768,5.229042649,1.176038114,7.263437378
lake,northy,2.94,3.34,12.35,2.51,8.43,3.21,11.16,2.67,3.93,4.13,14.72,8,6.09,22.66,925.65,46.47,10.38,3.37,2.81,4.1,4.09,2.88,7.04,4.77,4.37,3.13,0,1.63,45.95,5.06,5,4.89,5,16,16,0.98,1.05,0.86,2.65,NorL13.020,NorL13.01_20.JPG,lake,Northy,M,45.95,1.050694905,1.631609634,4.460807539,10.3806779,15.16648806,3.37,15.77449512,2.985923901,8.643679748,7.688616923,5.202637986,1.179922204,7.428914383
lake,northy,3.55,4.09,10.78,2.2,7.48,2.21,9.93,2.79,3.48,4.23,13.41,6.22,4.97,18.44,662.22,43.3,9.69,3.12,2.49,4.33,4.06,2.6,6.49,5.12,4.43,3.35,0,1.29,42.94,4.88,5,4.95,5,16,16,0.99,1,0.96,3.13,NorL13.021,NorL13.01_21.JPG,lake,Northy,unknown,42.94,0.879732294,1.165260908,3.7042486,9.691375319,15.23287701,3.12,14.71888011,2.221747837,7.567487815,6.355117694,4.670975177,1.226761628,6.229075809
lake,northy,3.14,3.81,11.13,2.38,7.81,2.65,10.38,2.03,4.04,4.54,15.13,6.96,4.92,19.9,740.49,46.75,11.47,3.19,2.36,4.11,4.65,3,7.32,5.11,4.26,2.78,0,1.58,45.85,4.97,4,5.07,4,19,19,1.04,1.13,1.08,2.82,NorL13.022,NorL13.01_22.JPG,lake,Northy,M,45.85,0.882775288,1.516693006,4.213105448,11.46686649,15.46522713,3.19,16.34666816,2.489933803,8.019044409,7.007653343,5.24463545,1.078336751,6.934714986
lake,northy,2.95,3.88,11.9,2.09,8.89,2.99,10.91,2.52,4.03,4.29,14.77,7.85,6.1,21.77,814.83,48.64,10.79,3.38,2.56,4.08,4.62,3,7.79,5.84,4.15,3.13,0,1.56,47.22,4.97,4,5.26,4,19,19,1.11,1.16,0.89,2.94,NorL13.024,NorL13.01_24.JPG,lake,Northy,F,47.22,0.95265033,1.536154785,4.237295073,10.78662285,15.4239362,3.38,16.0224685,2.614321018,8.594674142,7.26649326,4.933528456,1.204469073,7.13150217
stream,northy,3.02,4.39,9.93,2.15,7.87,2.51,9.69,2.36,2.84,3.73,11.54,5.38,4.68,16.88,490.19,39.93,8.87,2.76,2.05,3.27,3.96,2.15,6.02,4.89,4.01,2.87,1,1,38.93,4.86,5,4.94,5,19,19,0.76,0.8,0.53,3.31,NorS13.001,NorS13.01_01.JPG,stream,Northy,M,38.93,0.865188392,1.234201404,3.329562085,8.869989611,15.93607747,2.76,13.37869421,1.992778399,6.610907587,5.917393307,4.099008487,0.880027819,5.793824725
stream,northy,2.81,4.19,8.67,1.96,6.4,2.36,9.54,2.6,2.51,3.67,11.18,5.8,3.8,15.75,444.85,38.21,8.78,2.71,2.28,3.39,3.7,2.18,5.26,4.42,3.77,2.88,1,0.89,38.01,5.15,4,5.14,5,20,20,0.75,0.79,0.81,3.71,NorS13.002,NorS13.01_02.JPG,stream,Northy,M,38.01,0.766391204,1.144787214,3.363827834,8.783058521,15.85852384,2.71,12.87026047,2.444787846,6.497624174,5.865299086,3.915575133,0.479629546,5.606565322
stream,northy,4.07,4.6,10.31,2.06,7.13,3.26,9.88,2.24,3.15,4.17,13.03,6.58,5.06,18.25,597.84,43.99,9.49,2.98,2.15,3.84,4.44,2.69,6.64,5.29,4.27,3.09,1,1.3,41.25,6.19,4,5.94,4,16,16,0.93,0.87,0.96,3.15,NorS13.004,NorS13.01_04.JPG,stream,Northy,M,41.25,0.785107515,1.251248772,3.708132879,9.490329193,16.01663963,2.98,14.04053865,2.110445651,7.869177243,6.868648878,4.411879096,0.698075123,6.675708939
stream,northy,3.37,4.24,13.01,2.37,6.56,3.01,11.26,2.31,3.22,4.01,13.15,7.53,5.16,21.02,740.89,47.29,9.52,3.1,2.55,4.6,5,3.24,7.56,5.17,4.47,3.21,1,1.87,47.23,5.77,5,5.96,5,16,16,0.9,0.78,0.51,2.85,NorS13.005,NorS13.01_05.JPG,stream,Northy,unknown,47.23,0.921899068,1.190163407,3.747132497,9.516718937,16.0133726,3.1,14.64147186,3.076449857,7.773805762,6.791995046,4.639450648,0.78994416,6.58048187
stream,northy,2.96,3.47,7.39,1.55,5.3,2.06,7.16,1.31,2,2.85,9.1,4.98,3.75,13.3,325.64,32.63,7.41,2.15,1.53,3.03,3.06,1.23,4.96,3.6,3.19,1.76,1,0.51,31.25,4.15,7,4.56,6,19,19,0.69,0.66,0.69,4.53,NorS13.006,NorS13.01_06.JPG,stream,Northy,M,31.25,0.548179571,0.982273363,2.574775169,7.407626021,16.01510708,2.15,10.57921642,1.834440299,4.905686567,4.480253731,3.04533209,0.63761194,4.382224011
stream,northy,3.28,3.88,11.6,2.23,7.29,3.09,11.33,2.05,3.19,4.02,13.2,7.82,5.88,21.64,865.26,47.87,9.88,3.35,2.71,4.1,4.86,2.9,6.97,6.19,4.75,3.23,1,1.92,47.17,5.37,5,5.54,4,17,17,0.98,0.86,0.88,2.89,NorS13.007,NorS13.01_07.JPG,stream,Northy,F,47.17,0.866002651,1.347262109,3.749829707,9.879680864,15.9385019,3.35,15.00169057,2.874124528,7.801377358,7.030320755,4.766830189,0.777943396,6.856095972
stream,northy,2.29,3.27,9.74,1.92,6.83,2.83,10.55,2.41,2.84,3.86,12.17,6.85,4.13,17.58,515.47,44.77,9.1,2.78,1.91,4.52,4.47,2.52,6.43,5.53,4.12,3.02,1,1.67,43.34,4.36,5,4.88,6,17,17,0.67,0.57,0.52,2.85,NorS13.009,NorS13.01_09.JPG,stream,Northy,F,43.34,0.833125398,1.121834418,3.207475311,9.095247335,16.01663963,2.78,13.46705618,2.549292135,6.937235955,6.056074906,4.316876404,0.837479401,5.805364261
stream,northy,3.42,4.04,10.99,2.03,8.49,3.21,10.95,2.91,3.65,3.91,13.88,7.07,5.14,18.57,623.08,44.23,10.33,2.84,2.1,4.49,4.48,2.79,7.14,5.22,4.57,3.26,1,1.49,43,5.22,5,5.1,5,18,16 two along bottom of mouth left behind; count confimed,0.82,0.96,0.87,2.89,NorS13.010,NorS13.01_10.JPG,stream,Northy,M,43,0.839713416,1.41693195,3.885626694,10.32612791,15.85462,2.84,14.56076442,2.44388104,7.607411827,6.789492857,4.933806864,0.99321471,6.485869479
stream,northy,2.49,2.98,9.02,1.82,6.08,2.39,8.33,2.16,2.52,3.52,10.77,6.07,4.29,16.23,453.27,37.8,8.37,2.21,2.24,3.06,3.37,1.79,5.33,4.55,3.24,2.26,1,0.81,36.39,4.49,5,4.75,5,19,19,0.72,0.6,0.51,3.6,NorS13.011,NorS13.01_11.JPG,stream,Northy,F,36.39,0.72666549,0.928009598,2.893307154,8.374401651,15.9385019,2.21,11.75077235,2.046438158,6.490191202,5.775637835,3.726852524,0.680289462,5.574274315
stream,northy,3.13,4.12,11.18,2.55,7.01,3.09,10.89,2.09,2.74,3.84,12.2,6.1,5.35,18.17,501.78,44.27,8.45,2.69,2.32,4.04,4.05,2.15,7.15,5.08,3.69,2.61,1,1.17,39.21,5.19,6,5.1,5,16,16,0.63,0.72,0.65,3.74,NorS13.012,NorS13.01_12.JPG,stream,Northy,F,39.21,0.730474601,1.213958664,2.981674249,8.452796923,15.9730297,2.69,12.44740868,2.19477445,6.258829452,5.658757913,3.864436623,0.564575084,5.465527902
stream,northy,2.35,3.28,7.08,1.79,5.43,1.72,7.59,1.85,2.25,3.28,9.99,5.33,3.65,13.9,313.47,34.38,7.86,2.09,1.71,2.53,3.2,1.84,5.06,3.82,3.33,2.64,1,0.6,34.17,3.92,6,4.14,6,19,19,0.81,0.8,0.65,4.8,NorS13.015,NorS13.01_15.JPG,stream,Northy,F,34.17,0.716051697,1.021055072,2.938848683,7.859382653,15.70271436,2.09,10.8814733,1.59516186,5.753364477,5.147844221,3.309664132,0.445303075,4.990591965
stream,northy,2.95,3.03,9.51,1.9,5.49,2.72,9.19,1.92,2.19,3.64,10.67,4.98,4.7,15.55,419.28,39.7,8.43,2.35,1.65,3.11,4.03,2.18,6.11,4.84,3.67,2.76,1,0.97,39.21,4.7,6,4.88,6,19,17 two along bottom of mouth left behind; count confimed,0.69,0.67,0.63,3.73,NorS13.017,NorS13.01_17.JPG,stream,Northy,F,39.21,0.649295916,1.064431579,2.854680457,8.430550329,15.80785053,2.35,12.07116765,2.578187143,6.404914101,5.54879102,3.660053726,0.492410067,5.417570149
stream,northy,3.75,3.6,13.18,2.71,10.96,2.99,13.54,3.25,4.34,4.78,16.33,9.13,6.92,24.75,1129.97,55.9,12.82,3.99,2.57,5.23,5.05,3.37,7.41,6.21,6.03,4.23,1,3.21,55.4,5.73,6,6.17,6,18,16 two along bottom of mouth left behind; count confimed,1.31,1.18,1.22,2.15,NorS13.018,NorS13.01_18.JPG,stream,Northy,M,55.4,1.273090541,1.965151528,5.22345388,12.81830021,16.01909056,3.99,18.65024261,2.761029596,9.275371667,8.142605073,6.301828346,1.170819754,7.904485049
stream,northy,3.44,3.85,12.01,2.09,9.12,3.46,10.95,2.61,3.83,4.45,14.32,7.26,5.24,20.45,738.34,48.26,10.42,2.84,1.77,3.9,4.41,2.75,8.57,6.4,4.31,3.02,1,1.54,46.7,4.86,5,4.94,5,18,18,1.15,0.98,0.88,2.66,NorS13.019,NorS13.01_19.JPG,stream,Northy,M,46.7,0.975132217,1.581819214,3.982347831,10.4237636,16.02000879,2.84,16.53771657,2.796241225,7.99146786,7.326835698,5.169514375,0.901091483,7.145884715
stream,northy,3.18,3.65,10.5,2.28,7.48,2.45,11.18,2.33,2.74,3.59,12.24,6.56,4.98,18.15,573.82,46.75,9.62,2.98,1.95,4.24,4.94,3.09,7.53,7.06,5.59,3.44,1,1.88,45.54,4.31,5,5.34,4,17,17,0.89,0.84,0.73,3.28,NorS13.020,NorS13.01_20.JPG,stream,Northy,F,45.54,0.956480568,1.312342343,3.510928176,9.622906759,16.01663963,2.98,14.08868508,3.101195894,6.766034378,6.360450809,4.276604791,0.761216367,5.908914289
stream,northy,3.79,3.91,8.78,2,5.75,2.41,9.46,1.92,2.69,3.76,11.23,5.43,3.74,15.57,404.42,42.34,8.77,2.41,2.07,3.98,4.59,2.9,6.46,5.67,3.72,2.89,1,1.1,41.24,4.82,6,5.08,6,19,19,0.74,0.65,0.62,3.47,NorS13.021,NorS13.01_21.JPG,stream,Northy,F,41.24,0.774933152,0.968547962,3.127499049,8.765075264,15.93738997,2.41,12.43315673,2.048595105,7.034907703,6.430987807,4.079815335,0.589249547,6.144847904
stream,northy,3.81,4.22,10.07,1.96,7.41,3.13,9.81,2.58,3.06,3.9,12.44,5.43,4.7,15.91,472.53,41.52,8.76,2.73,2.61,3.83,4.26,2.52,6.72,4.92,4.42,2.95,1,1.19,40.52,5.48,4,5.52,5,19,19,0.78,0.66,0.76,3.65,NorS13.022,NorS13.01_22.JPG,stream,Northy,M,40.52,0.809216111,1.175834475,3.630896671,8.761150082,15.78003602,2.73,13.66667098,1.931604551,7.446717626,6.353297298,4.358688924,0.754625826,5.958796266
stream,northy,3.86,4.49,11.75,2.73,8.4,3.4,11.4,2.59,3.73,4.25,14.57,6.85,5.79,21.28,739.56,50.02,10.76,3.85,3.45,4.49,5.54,2.93,5.32,4.09,5.13,3.63,1,2.15,49.3,5.87,6,5.79,7,18,18,0.83,0.76,0.92,3.16,NorS13.023,NorS13.01_23.JPG,stream,Northy,M,49.3,0.930658825,1.389229075,4.145789966,10.75501514,16.00929022,3.85,16.37326996,2.47878327,8.299954373,7.614441065,5.275315589,1.514243346,6.974880733
stream,northy,3.27,4.37,12.99,2.51,8.97,3.26,11.44,2.78,3.55,4.25,13.91,7.57,6.12,21.63,876.7,48.35,10.13,3.19,2.18,4.14,4.59,2.39,6.78,5.05,5.07,3.76,1,1.75,47.11,5.39,4,5.64,4,18,18,0.94,0.93,0.89,2.62,NorS13.024,NorS13.01_24.JPG,stream,Northy,M,47.11,1.09158685,1.501920665,4.344019075,10.13340978,16.01663963,3.19,15.36650876,2.889963913,7.975854927,6.905672545,4.925937797,0.981247664,6.458461512
stream,northy,3.48,4.64,13.98,2.63,10.21,3.07,12.59,3.14,4.08,4.7,16.08,8.14,6.27,23.45,903.54,53.02,10.45,3.94,3.88,5.45,5.49,3.54,7.98,6.46,4.97,3.03,1,2.32,51.37,5.6,4,5.87,4,14,14,1.1,1.15,0.98,2.46,NorS13.025,NorS13.01_25.JPG,stream,Northy,M,51.37,0.983430895,1.748272491,4.457397905,10.44671749,16.12842666,3.94,17.58300605,3.113441386,8.947262358,7.58404407,5.194776159,1.311089388,7.302802494
lake,pachena,1.88,3.53,10.4,1.62,7.71,1.48,7.71,2.07,3.12,4.32,11.87,4.6,5.45,15.16,472.09,40.01,8.78,2.42,1.58,3.7,3.23,1.61,7.13,5.05,4.02,2.76,0,0.83,39.34,5.03,7,5.26,7,22,22,0.95,0.91,0.93,4.54,PacL13.003,PacL13.01_03.JPG,lake,Pachena,M,39.34,0.689927888,1.277572218,3.357292108,8.775672078,16.0133726,2.42,13.15203344,1.750649031,6.60738606,6.0446143,3.775462192,0.830405661,6.001768426
lake,pachena,3.06,3.94,10.18,1.49,7.79,1.52,7.95,1.89,2.67,4.22,11.19,5.59,5.24,16.99,701.27,41.79,8.25,2.53,2.46,3.29,3.54,2.15,8.48,6.45,3.75,2.72,0,0.94,40.87,5.42,7,5.48,7,25,25,0.83,0.82,0.73,4.41,PacL13.005,PacL13.01_05.JPG,lake,Pachena,F,40.87,0.689913379,1.118532193,3.123814641,8.25236323,15.91066631,2.53,12.74316013,1.821508182,6.927908943,6.00940625,4.0963511,0.479674448,5.98886985
lake,pachena,3.19,3.98,10.36,1.47,8.65,2.13,7.63,2.49,2.79,4.33,11.81,4.19,5.76,15.86,517.85,39.97,8.39,2.44,1.6,3.32,3.2,1.49,7.78,5.63,3.81,2.58,0,0.73,38.95,5.2,6,5.5,7,23,23,0.99,1,0.97,4.32,PacL13.006,PacL13.01_06.JPG,lake,Pachena,M,38.95,0.676765215,1.349493421,3.299078765,8.39134368,15.9385019,2.44,12.78106212,1.794529935,6.458981651,5.771198853,3.624147609,0.903770676,5.59136591
lake,pachena,2.99,3.67,9.68,1.49,7.09,1.38,7.88,2.05,2.51,4.31,10.92,5.7,5.25,17.67,698.37,39.48,7.63,2.1,1.79,3.61,3.54,1.82,7.75,6.47,3.49,2.45,0,0.85,38.57,4.61,7,5.05,6,22,22,0.78,0.68,0.79,4.33,PacL13.007,PacL13.01_07.JPG,lake,Pachena,F,38.57,0.652346245,0.987644869,2.90950623,7.634837718,15.93607747,2.1,12.42145239,1.665942734,6.179189597,5.792656509,3.420509718,0.60905819,5.719274183
lake,pachena,3.26,3.89,11.16,1.38,7.71,2.49,7.87,2.17,2.4,3.94,10.53,6.57,5.11,18.37,512.8,41.22,7.3,2.08,1.87,3.4,3.6,2.04,7.66,5.82,3.91,2.37,0,0.89,40.23,4.52,5,5.27,3,23,23,0.83,0.87,0.85,4.6,PacL13.009,PacL13.01_09.JPG,lake,Pachena,F,40.23,0.649931282,1.184449989,3.047687827,7.296854517,15.9385019,2.08,12.44612512,1.59987285,6.155247143,5.728374477,3.620736671,0.572487585,5.595663233
lake,pachena,3,3.99,9.66,1.41,7.97,2.11,7.47,1.85,2.55,3.84,10.61,3.5,3.51,13.34,321.9,40.03,7.49,2.2,1.82,3.29,3.49,1.75,8.42,5.48,3.52,2.38,0,0.78,39.56,5.28,7,4.96,7,25,25,0.85,0.8,0.8,4.57,PacL13.010,PacL13.01_10.JPG,lake,Pachena,F,39.56,0.659307508,1.050073162,2.898515726,7.488052088,16.09706451,2.2,12.33883704,1.627960389,6.424182384,5.636060446,3.524023901,0.581264158,5.468842088
lake,pachena,3.33,3.98,12.66,1.5,8.17,2.35,8.71,2.14,2.86,4.2,11.46,4.95,5.64,17.45,706.81,43.29,8.3,2.05,1.77,4.04,4,2.22,8.65,6.09,4.2,2.68,0,1.19,43.1,5.74,7,5.88,6,23,23,0.76,0.75,0.89,4.31,PacL13.011,PacL13.01_11.JPG,lake,Pachena,F,43.1,0.814084571,1.145576424,3.250074412,8.302519414,16.01510708,2.05,13.20655005,2.030157461,6.728695618,6.110919546,3.922195349,0.696890971,5.957563703
lake,pachena,3.1,3.47,10.29,1.51,8.37,2.53,7.7,2.48,2.8,4.13,11.44,4.67,4.58,14.82,364.88,38.34,8.83,2.19,1.81,3.59,3.29,1.96,7.26,4.98,3.9,2.54,0,0.76,37.83,5.14,6,5.43,7,22,22,1,1,1.01,4.53,PacL13.012,PacL13.01_12.JPG,lake,Pachena,M,37.83,0.659542781,1.340194779,3.345366772,8.834024573,15.93738997,2.19,12.93686169,2.287970251,6.713965631,5.955386171,3.717208852,0.464340524,5.826685053
lake,pachena,2.8,3.86,8.99,1.39,6.61,1.44,6.77,1.37,2.15,3.59,9.2,4.17,4.83,14.49,474.95,35.9,6.48,2.29,2,2.73,3.06,1.61,7.13,5.25,3.21,2.19,0,0.56,34.78,4.89,8,5.31,8,24,24,0.6,0.65,0.62,5.64,PacL13.013,PacL13.01_13.JPG,lake,Pachena,F,34.78,0.571262477,1.053621044,2.53686584,6.47989095,15.96562576,2.29,10.70275528,1.553625675,5.633057041,4.968853546,3.33459674,0.557040827,4.788428498
lake,pachena,3.48,4.31,11.97,1.55,9.07,2.58,9.16,2.26,2.82,4.17,11.74,5.96,5.73,18.94,785.56,45.24,8.37,2.53,2.12,3.83,4.35,2.43,8.52,6.74,4.56,2.88,0,1.28,45.12,5.47,7,5.53,7,22,22,0.98,0.87,0.89,3.98,PacL13.014,PacL13.01_14.JPG,lake,Pachena,F,45.12,0.764708308,1.287566636,3.363553543,8.36825873,16.09781424,2.53,13.28130039,2.505416832,7.073620753,6.018681276,4.319906988,0.812402285,5.785352554
