habitat,watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm,fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
lake,joe,7.15,7.22,17.09,3.05,14.89,3.9,15.36,3.56,6.07,6.41,21.36,11.63,8.69,31.86,1854.54,69.7,15.02,3.89,3.06,6.06,6.7,5.09,14.84,10.34,6.75,4.21,0,4.62,67.96,10.94,7,10.91,6,18,18,1.65,1.72,1.72,1.94,JoeL13.010,JoeL13.01_10.JPG,lake,Joe,M,67.96,1.270828696,2.055065322,6.016035322,NA,16.47589065,3.89,23.86915308,3.619196558,12.17745481,9.934142273,7.198184225,1.490643103,9.555933587
lake,joe,6.64,6.83,18.67,3.07,14.7,3.71,14.95,3.22,6,6.26,21.15,10.54,7.72,29.19,1582.91,68.25,14.63,4.18,3.85,5.3,6.5,4.38,14.03,10.06,5.9,3.44,0,3.99,66.49,11.02,7,10.81,7,18,18,1.69,1.71,1.6,1.96,JoeL13.011,JoeL13.01_11.JPG,lake,Joe,M,66.49,1.286928796,1.86911697,5.617680986,14.62579973,16.43378007,4.18,23.60885669,3.672600085,12.87766623,10.68467814,7.088128852,1.276251943,10.26575878
lake,joe,7.03,7.43,17.56,3.3,13.84,4.51,15.24,3.48,5.59,6.12,19.94,10.79,8.83,31.25,1800.88,67.37,14.4,4.02,3.49,5.2,6.49,4.39,14.06,9.77,6.63,3.72,0,4.25,65.47,8.39,7,10.52,7,20,20,1.85,1.73,1.44,2.09,JoeL13.012,JoeL13.01_12.JPG,lake,Joe,M,65.47,1.201658703,2.016704404,5.791188245,14.40166711,16.39183074,4.02,22.60923216,4.402501799,11.93031173,11.00250668,6.950434058,1.062263676,10.70570114
lake,joe,7.07,7.38,17.55,3.16,14.33,4.67,15.84,3.61,6.77,5.61,21.86,12.81,9.25,34.22,2160.54,70.48,12.58,3.88,3.25,5.99,7.04,5,14.78,10.33,6.32,3.75,0,4.54,68.84,11.18,7,10.97,7,19,19,1.61,1.6,1.57,1.97,JoeL13.013,JoeL13.01_13.JPG,lake,Joe,M,68.84,1.249073056,2.037707583,5.877487004,12.57696939,16.35004182,3.88,23.89315732,3.608487734,12.45928463,10.80868633,7.404910327,1.201870154,10.40392481
lake,joe,6.82,7.17,17.04,2.95,12.01,3.53,14.58,3.35,5.65,5.68,19.23,9.78,8.79,28.74,1555.25,63.82,13.53,3.74,2.32,5.29,5.91,4.69,12.94,8.74,5.92,4.12,0,3.67,63.14,10.26,6,10.32,6,17,17,1.65,1.64,1.6,2.1,JoeL13.016,JoeL13.01_16.JPG,lake,Joe,M?,63.14,1.079028908,1.935346028,5.30848203,13.52951609,16.3084125,3.74,22.60484537,4.836266852,11.34876425,10.16551841,6.679659339,1.439373251,9.824822822
lake,joe,7.25,8.23,18.87,3.31,14.72,4.19,16.3,2.94,4.84,5.73,19.64,10.44,9.13,31.02,1709.67,72.61,14.38,3.76,2.78,6.15,7.53,5.19,16.67,11.85,6.27,3.9,0,5.32,73.05,12.04,7,12.18,8,19,19,1.78,1.46,1.82,1.79,JoeL13.017,JoeL13.01_17.JPG,lake,Joe,F,73.05,1.222467677,1.808851234,5.683255603,14.37591973,16.26694197,3.76,22.93426907,3.830050238,11.77760443,10.74614104,7.020391087,1.30144283,10.34990781
lake,joe,6.75,7.55,17.14,3.09,14.89,4.59,15.61,3.44,5.59,5.78,19.76,11.18,9.2,32.29,2000.06,66.49,13.7,3.65,2.56,5.42,7.17,5.1,14.92,10.76,6.03,3.91,0,4.19,66.17,11.11,7,10.66,7,19,19,1.89,1.78,1.58,2.4,JoeL13.018,JoeL13.01_18.JPG,lake,Joe,M,66.17,1.151370576,1.941153489,5.561426912,13.70221827,16.22562943,3.65,22.34199822,3.597401037,11.70105236,9.699172528,7.084127089,1.50524886,9.495086192
lake,joe,6.96,8.21,19.87,2.88,14.13,4.55,15.59,3.1,5.13,5.53,19.04,12.25,9.27,33.29,1963.53,71.06,12.92,3.5,2.97,5.72,6.99,5.11,15.39,11.26,5.72,3.87,0,4.75,69.22,11.63,8,11.39,8,21,21,1.93,1.85,1.71,2.36,JoeL13.023,JoeL13.01_23.JPG,lake,Joe,F,69.22,1.128155332,1.835267577,5.013030849,12.92192779,16.18447406,3.5,21.99243571,4.047621429,10.85724643,9.881153571,6.525375,1.286596429,9.125477256
lake,joe,7.34,7.76,20.06,3.04,14.19,4.47,15.29,3.58,5.5,6.21,19.61,12.97,9.44,34.47,2171.15,70,14.29,3.55,2.7,6,6.57,4.51,14.15,10.22,6.08,3.92,0,4.38,68.64,11.49,7,11.44,7,20,20,1.86,1.95,1.65,1.95,JoeL13.029,JoeL13.01_29.JPG,lake,Joe,M,68.64,1.3006786,2.099355672,5.888170878,14.28618867,16.14347508,3.55,22.86666119,4.25900975,11.50696477,10.23695053,6.886919155,1.460555668,9.785290296
lake,joe,5.97,6.47,14.1,2.35,11.13,3.48,12.61,2.6,4.14,5,16.17,7.27,7.55,24.1,1049.56,56.45,11.71,3.12,3.08,4.67,5.7,3.33,11.32,7.89,5.37,3.28,0,2.4,55.65,8.9,9,9.17,9,19,19 top most cut off accidentally. but present,1.38,1.28,1.4,2.42,JoeL13.030,JoeL13.01_30.JPG,lake,Joe,M,55.65,0.982552035,1.524062515,4.74456175,11.71484607,16.10263169,3.12,18.18777983,3.174534035,9.468228301,8.185652426,5.473172533,0.933486891,7.928616922
lake,joe,4.65,5.31,10.13,1.63,6.93,2.12,9.15,2.12,3.16,4.14,12.59,6.01,5.53,19.18,669.1,44.55,9.52,2.66,2.31,3.98,4.31,2.48,8.85,6.9,3.74,2.81,0,1.02,44.56,8.04,8,7.91,6,16,16,1.04,0.77,0.83,3.21,JoeL13.031,JoeL13.01_31.JPG,lake,Joe,M?,44.56,0.708712825,0.985912764,3.184536799,9.52360923,16.0619431,2.66,14.01434767,3.154483871,7.215616487,6.239078853,3.883043011,0.684247312,6.045166934
lake,joe,6.88,8.21,17.54,3.05,13.75,5.04,16.85,3.48,5.49,5.52,19.42,11.78,8.86,32.13,1849.13,68.11,14.62,3.99,3.13,5.74,6.72,4.93,14.13,9.83,6.56,4.32,0,4.62,68.44,11.57,7,11.62,7,19,19,1.36,1.41,1.49,2.07,JoeL13.034,JoeL13.01_34.JPG,lake,Joe,M,68.44,1.250512437,2.16471962,6.279154828,14.62374003,16.02140854,3.99,22.30318347,4.053176776,11.9411376,10.25780706,6.826292527,1.273800762,10.05530658
lake,joe,5.15,6.14,16.3,2.57,13.32,3.81,13.5,3.07,4.58,5.36,17.41,9.7,7.43,27.24,1173.43,62.22,12.87,3.14,2.08,5.27,5.66,3.95,12.51,8.55,5.27,3.45,0,3.02,61.86,9.63,7,9.74,8,18,18,1.73,1.5,1.83,2.05,JoeL13.036,JoeL13.01_36.JPG,lake,Joe,M,61.86,1.11773114,1.836962447,5.459030172,12.86619059,15.98102723,3.14,19.81998297,3.262049692,9.762613323,8.578078024,6.34482424,1.195603398,8.355217986
lake,joe,6.92,7.43,14.56,2.79,13.32,4.37,13.67,2.85,3.71,10,15.95,8.38,8.19,26.06,1263.87,59.14,11.82,3.33,2.99,5.04,6.49,3.93,13.27,9.9,5.9,3.4,0,3.23,58.93,10.53,9,10.34,5,20,20,1.53,1.35,1.52,2.45,JoeL13.037,JoeL13.01_37.JPG,lake,Joe,F,58.93,1.039792769,1.498314948,4.832189653,11.82393189,15.9407984,3.33,19.48740782,4.020458579,10.1520142,8.7125416,6.084556871,0.881950955,8.515240628
lake,joe,8.21,8.4,17.72,3.28,14.23,4.37,16.08,4.15,6.11,10,21.43,12.73,10.16,35.11,2241.14,72.36,16.11,4.34,4.02,5.94,7.13,5.62,15.96,11.5,6.69,4.28,0,4.99,71.89,11.46,7,11.9,7,19,19,1.95,1.86,2.03,1.65,JoeL13.038,JoeL13.01_38.JPG,lake,Joe,M,71.89,1.357158126,2.378024243,6.517940707,16.11365341,15.90072127,4.34,25.06088313,5.224681597,12.97357197,11.37517489,7.584478001,1.557890434,11.19000561
lake,joe,7.56,8.14,19.31,3.19,14.44,4.09,16.61,3.61,5.57,10,20.22,10.67,9.81,33.07,2029.96,72.05,15.67,4.38,3.5,6.49,6.82,4.69,15.93,10.96,6.67,4.55,0,5.14,71.06,11.8,7,11.77,7,18,18,1.77,1.55,1.47,2.03,JoeL13.039,JoeL13.01_39.JPG,lake,Joe,M,71.06,1.287755617,2.250657336,6.02589234,15.67175563,15.8607951,4.38,24.37770902,5.221316249,12.67557209,10.46584115,7.739143446,1.29606609,10.3660146
stream,joe,4.81,5.1,11.11,2.27,9.66,2.78,11.72,2.69,4.42,4.79,15.45,9.27,6.01,24.19,1483.23,48.96,12.1,3.56,2.55,4.97,5.58,4.2,7.83,5.75,4.76,3.18,1,1.94,47.65,7.13,5,7.03,5,17,17 top rakers seperated count confirmed,1.11,1.15,1.1,2.58,JoeS13.001,JoeS13.01_01.JPG,stream,Joe,M,47.65,0.890238452,1.453385062,4.228604533,12.1008765,15.08725436,3.56,17.03016257,2.695953536,8.167995736,7.985052755,4.539532194,1.370180084,7.908069464
stream,joe,4.93,5.85,12.96,2.44,9.05,2.87,12.67,2.05,3.83,4.92,15.44,8.68,6.31,24.17,1408.42,52.54,11.62,3.67,3.82,5.36,6.1,4.49,9.85,7.08,4.72,3.35,1,2.36,51.64,7.67,5,7.79,6,17,15 two along top left behind,1,0.99,0.92,2.86,JoeS13.004,JoeS13.01_04.JPG,stream,Joe,F,51.64,0.88871338,1.504885211,4.365269577,11.62386982,15.16145507,3.67,17.13000618,2.538141064,9.136500451,8.053260985,5.156210538,1.136986243,7.74992775
stream,joe,4.5,4.87,11.8,2.69,8.27,3.04,13.81,2.16,5.75,4.72,17.96,9.72,6.99,25.89,1516.37,58.81,14.46,3.47,3.92,5.82,6.66,5.06,10.3,7.94,5.21,4.12,1,3,57.32,6.52,4,6.79,4,17,17,0.91,0.85,0.8,2.06,JoeS13.008,JoeS13.01_08.JPG,stream,Joe,F,57.32,1.084002934,1.51826046,4.501484481,14.45628354,15.01494038,3.47,18.18505187,3.829498298,10.60470683,10.13561527,5.95257068,0.863790365,9.885444546
stream,joe,6.55,6.69,12.99,2.81,9.39,3.36,14.34,2.23,4.35,5.02,16.71,11.67,6.14,28.81,1866.91,55.18,11.82,4.64,4.48,6.62,7.26,5.6,12.24,8.72,5.22,3.65,1,3.06,54.44,8.82,6,8.87,6,20,20,0.88,0.81,0.84,2.82,JoeS13.009,JoeS13.01_09.JPG,stream,Joe,F,54.44,NA,NA,NA,11.82170989,15.0886113,4.64,19.35027586,3.142698276,10.71078161,8.575017241,6.409468391,1.340448276,8.075663661
stream,joe,4.97,5.35,12.96,2.33,10.1,2.75,11.85,2.66,4.47,4.28,15.53,8.47,6.46,23.15,1320.61,50.23,11.93,3.69,3.09,5.06,5.86,4.02,8.84,6.57,5.01,3.15,1,2.04,49.44,7.04,7,7.06,7,15,15,0.93,0.82,0.91,2.63,JoeS13.010,JoeS13.01_10.JPG,stream,Joe,M,49.44,0.921060751,1.546403754,4.426137201,11.92795028,15.16502372,3.69,17.80348951,3.503888764,8.918829872,7.632810542,5.594730973,1.144388994,7.409873388
stream,joe,4.1,5.09,12.43,2.11,9.95,2.84,11.18,2.4,3.72,4.6,14.48,7.22,5.73,20.71,760.47,46.9,10.91,3.33,2.92,4.44,5.19,3.17,9.22,5.99,4.54,2.81,1,1.58,46.52,6.74,6,6.73,5,16,16,0.86,0.84,0.8,2.66,JoeS13.011,JoeS13.01_11.JPG,stream,Joe,M,46.52,0.90710224,1.464160679,4.130972829,10.90534306,15.01610769,3.33,16.61565092,2.643879404,9.230508186,7.858752416,4.742932822,0.910694572,7.71044464
stream,joe,4.86,5.8,13.95,2.4,8.23,2.54,12.64,2.19,3.77,4.59,14.68,7.7,5.74,21.69,1097.95,49.67,11.2,3.4,2.81,5.72,6.35,4.79,9.76,7.21,4.46,3.15,1,2.08,49.48,7.11,5,7.17,5,16,16,0.83,0.82,0.81,2.81,JoeS13.012,JoeS13.01_12.JPG,stream,Joe,F,49.48,0.876098019,1.32507119,4.021470539,11.20412984,15.3406813,3.4,16.78966198,3.396920671,8.167886028,8.000385303,4.961942063,0.890217951,7.643550087
stream,joe,4.25,4.59,12,2.42,8.89,2.98,11.96,2.4,3.72,4.68,15,7.78,6.31,23.06,1252.49,47.01,10.95,3.64,2.92,5.15,5.68,3.81,9.89,6.75,4.99,3.43,1,1.96,45.98,6.79,6,6.57,6,16,16,0.86,0.89,0.69,2.65,JoeS13.013,JoeS13.01_13.JPG,stream,Joe,M,45.98,1.003366401,1.669997525,4.002299045,10.94604866,15.09160314,3.64,17.06905976,3.077142972,9.206468528,7.765172745,5.30779045,1.157036403,7.52790001
stream,joe,5.27,5.71,13.96,2.62,10.5,2.85,13.02,2.83,4.63,4.81,16.65,9.7,6.5,25.14,1559.04,54,12.01,3.88,3.27,5.17,5.92,3.95,10.2,7.21,5.49,3.45,1,2.45,52.46,8.16,6,8.05,6,17,17,1.07,1.07,1.02,2.35,JoeS13.015,JoeS13.01_15.JPG,stream,Joe,M,52.46,1.105362353,1.661235363,4.4793413,12.01162049,15.16502372,3.88,18.03669182,3.198922196,9.955710676,9.165875854,5.854224707,1.133218104,9.024043972
stream,joe,4.14,5.02,11.66,2.51,7.71,3.47,13.49,2.19,4.24,4.48,15.17,8.48,6.29,23.54,1384.98,52.46,11.67,3.67,2.72,6.15,5.7,4.13,10.92,7.6,4.16,3.4,1,2.59,51.68,6.86,5,6.7,6,17,17,0.63,0.63,0.5,2.47,JoeS13.017,JoeS13.01_17.JPG,stream,Joe,F,51.68,0.917918382,1.464456284,4.023878541,11.67014546,15.04129319,3.67,17.45610238,3.106453829,8.824210208,8.026176789,5.484890694,1.043188797,7.62939689
stream,joe,4.61,5.01,13.58,2.88,10.95,3.09,13.44,2.81,4.53,5.01,16.58,7.9,5.94,24.1,1400.34,53.72,11.88,4.24,4.09,5.65,6.54,4.49,9.98,6.84,5.7,3.89,1,2.82,52.79,6.76,5,7.64,5,17,17,1,0.98,0.68,2.43,JoeS13.018,JoeS13.01_18.JPG,stream,Joe,M,52.79,0.909214403,1.84158613,4.743454216,11.88447574,15.09078575,4.24,18.52983955,3.211780841,9.503823426,8.706393006,5.862103613,1.260120349,8.295800343
stream,joe,4.19,4.88,14.67,2.71,10.76,3.55,12.74,3.11,4.67,5.21,16.93,8.22,5.94,24.28,870.35,53.21,13.81,4.39,3.21,5.04,5.99,4.26,8.63,5.99,4.89,3.36,1,2.47,52.61,6.37,5,6.52,5,16,16,0.84,0.79,0.92,2.35,JoeS13.020,JoeS13.01_20.JPG,stream,Joe,M,52.61,0.931203293,1.716024084,4.700593042,13.81404126,15.09078575,4.39,18.5602853,3.424082035,9.494218465,8.609668284,5.510279465,1.19573958,8.485212788
stream,joe,4.97,5.41,13.14,2.64,9.73,3.4,12.77,2.63,4.42,5.05,16.04,8.46,6.08,23.35,1288.06,50.37,11.92,3.4,2.64,5.51,5.93,4.35,9.44,6.4,5.48,3.44,1,2.16,49.75,7.26,5,6.93,5,18,18,1.13,1.08,1.05,2.22,JoeS13.021,JoeS13.01_21.JPG,stream,Joe,M,49.75,0.915486562,1.542363194,4.427204789,11.91944087,15.16145507,3.4,17.73415165,3.130011567,9.66841623,8.651307874,5.363745171,0.870372407,8.52595453
stream,joe,5.54,6.28,10.72,2.34,8.94,3.29,11.72,1.98,3.7,4.14,14.42,8.22,5.67,22.66,829.57,47.98,10.32,3.3,3.07,4.71,5.55,3.96,8.67,6.51,4.31,3.15,1,1.73,46.8,7.78,5,7.97,5,18,18,0.74,0.68,0.74,2.8,JoeS13.022,JoeS13.01_22.JPG,stream,Joe,F,46.8,0.836319383,1.227629361,3.830441546,10.32032221,15.09160314,3.3,15.98226521,2.63467339,7.95958274,7.617195942,4.976451032,1.160822578,7.297912615
stream,joe,4.93,5.4,14.82,2.7,9.18,2.97,14.46,3.06,4.6,4.83,17.15,9.83,6.15,25.51,1570.46,58.53,11.93,4.64,3.72,6.05,7.98,6.53,10.81,8.66,4.89,3.15,1,3.17,57.03,7.87,9,NA,8,14,14,0.86,0.85,0.85,2.36,JoeS13.023,JoeS13.01_23.JPG,stream,Joe,F,57.03,0.894597034,1.664176654,4.255710613,11.93494792,15.0886113,4.64,19.12632471,3.180310345,9.25445977,8.502037356,5.803681034,1.226649425,8.441649568
stream,joe,5.54,5.14,12.97,2.29,8.89,3.59,10.61,2.26,3.26,4.39,13.64,8.19,6.27,23.85,1197.86,48.49,11.24,3.43,2.61,4.66,4.68,3.24,9.26,6.45,5.2,3.61,1,1.9,48.46,5.97,6,6.36,5,17,15 lost two along bottom,1.09,0.89,0.94,2.96,JoeS13.024,JoeS13.01_24.JPG,stream,Joe,M,48.46,0.793893287,1.469695536,4.135433974,11.23931613,14.87211312,3.43,15.79247458,2.4073118,7.536731189,6.741606448,4.81539143,0.938491123,6.65280766
stream,joe,4.6,4.95,8.57,1.85,6.92,2.38,10.27,1.81,3.02,3.85,12.27,7.84,5.18,20.96,1044.66,44.09,9.36,2.72,2.34,4.29,4.81,3.39,9.42,6.17,4.13,2.6,1,1.33,43.59,6.91,6,6.74,5,15,15,0.74,0.72,0.6,2.84,JoeS13.025,JoeS13.01_25.JPG,stream,Joe,F,43.59,0.672157127,1.031028512,3.233048999,9.358113728,15.08979092,2.72,14.26184413,1.933515806,7.18291788,6.22222273,4.05374385,0.727110753,5.95956092
stream,joe,4.92,5.24,13.35,2.54,8.4,1.81,12.7,2.59,3.88,4.86,15.48,8.54,6.08,23.77,1385.21,54.45,10.94,3.65,2.73,4.6,6.09,4.43,10.22,7.87,4.98,3.62,1,2.34,54.71,6.54,6,7.1,6,16,16,0.94,0.92,0.82,2.36,JoeS13.026,JoeS13.01_26.JPG,stream,Joe,F,54.71,0.930645079,1.274059053,4.305581676,10.94434896,14.84626121,3.65,17.96064303,3.550207496,9.185112501,8.465677724,5.044916907,0.966271673,8.450437963
stream,joe,5.78,6.14,14.56,2.62,9.7,3.02,13.42,2.36,4.1,5.17,16.12,10.43,6.29,26.71,1786.93,56.78,12.01,3.95,3.08,5.14,6.38,4.7,10.76,8.05,4.79,3.3,1,3.03,54.95,7.89,5,7.63,4,18,18,0.86,0.67,0.76,2.4,JoeS13.027,JoeS13.01_27.JPG,stream,Joe,F,54.95,0.918553684,1.58885865,4.372505912,12.00599462,15.23980711,3.95,18.28670329,2.788428318,9.066926802,8.113095427,5.483616583,1.496260408,7.507248342
stream,joe,5.23,5.5,12.59,2.53,10.25,2.61,12.04,2.22,4.34,4.59,15.41,7.04,6.26,21.52,1135.49,50.83,11.44,3.56,2.71,5.45,6.02,4.11,9.83,6.79,4.96,3.25,1,1.93,49.97,7.59,6,7.44,7,15,15,0.74,0.83,0.83,2.49,JoeS13.028,JoeS13.01_28.JPG,stream,Joe,M,49.97,0.894242897,1.588746284,4.120925543,11.43649723,15.04128951,3.56,17.15924344,2.576795382,8.088819042,7.606724921,5.20139621,1.28170186,7.129166221
lake,kennedy,5.64,6.62,12.64,2.41,9.06,2.58,11.37,2.37,4.15,4.8,15.66,10.52,7.75,28.65,1786.82,53.29,11.12,2.52,2.33,4.49,5.79,4.06,12.06,8.78,4.98,3.57,0,2.18,52.76,9,26,9.14,24,23,23,1.67,1.67,1.53,2.8,KenL13.001,KenL13.01_01.JPG,lake,Kennedy,F,52.76,0.907790518,1.488056904,4.573481361,11.11916723,16.09915492,2.52,17.5077195,2.615636231,8.896391016,7.734053924,5.236890773,0.994097365,7.636728251
lake,kennedy,4.89,5.63,12.6,2.1,9.4,2.82,10.89,2.98,4.91,4.96,16.15,9.56,6.32,25.58,1494,49.29,11.48,2.91,2.69,4.28,4.27,2.25,9.97,7.18,4.64,2.93,0,1.65,48.37,8.12,25,8.31,26,21,19  two left in roof of mouth presence confirmed,1.66,1.43,1.59,2.76,KenL13.002,KenL13.01_02.JPG,lake,Kennedy,M,48.37,0.941339992,1.41432205,4.2965631,11.47869563,16.26202165,2.91,17.27122144,2.60724088,9.556953528,8.038626147,5.241565666,1.064339146,7.837502592
lake,kennedy,4.31,5.25,12.45,1.96,9.2,2.71,10.29,2.47,4.69,4.84,15.44,8.71,7.38,25.37,1483.4,49.69,11.63,3.07,2.69,3.65,4.31,2.57,10.65,8.34,4.62,2.91,0,1.46,48.43,8.2,24,8.19,24,23,23,1.53,1.53,1.44,3.38,KenL13.003,KenL13.01_03.JPG,lake,Kennedy,M,48.43,0.759740385,1.704164106,4.420124367,11.63292744,15.85942431,3.07,17.31488016,2.448077166,9.006292676,8.077933138,5.172401728,1.013019048,7.881214164
lake,kennedy,5.95,6.62,11.67,1.92,9.9,3.26,10.25,2.81,4.92,4.58,15.44,8.98,7,24.91,1510.41,50.21,11.67,3.16,2.36,3.77,4.26,2.89,10.77,7.77,4.33,3.08,0,1.55,49.32,8.8,24,8.75,25,21,21,1.53,1.43,1.53,3.39,KenL13.006,KenL13.01_06.JPG,lake,Kennedy,M,49.32,0.80276018,1.632383393,4.636452518,11.66955083,16.26454982,3.16,16.87321744,2.335080069,9.200892442,8.071553204,5.262351412,1.011994126,7.888251822
lake,kennedy,5.18,6.26,11.35,2.1,9.11,2.59,10.86,2.99,4.9,4.93,16.23,9.14,6.95,25.58,1504.37,51.06,12.13,3.41,3.03,4.52,4.77,3.16,10.55,7.5,4.94,3.14,0,1.75,49.19,7.84,24,7.74,23,21,21,1.56,1.49,1.43,3.17,KenL13.008,KenL13.01_08.JPG,lake,Kennedy,M,49.19,0.841890532,1.701378227,4.398424603,12.13344031,16.60245974,3.41,16.81759739,2.651102315,9.097835247,8.389160299,5.252745811,0.915144356,8.157582932
lake,kennedy,4.18,5.73,9.54,1.83,7.13,2.65,9.73,2.22,3.87,5.02,13.96,9.46,6.59,25.21,1406.42,45.41,10.33,3.11,3.2,4.27,4.74,2.64,9.74,7.4,4.1,2.52,0,1.29,44.16,7.59,25,7.7,25,24,24,1.23,1.35,1.3,3.78,KenL13.009,KenL13.01_09.JPG,lake,Kennedy,F,44.16,0.741723827,1.332737502,3.823349797,10.33302675,16.1002879,3.11,15.78729589,2.330717443,7.88805777,7.049207086,4.795294667,1.082227749,6.88751495
lake,kennedy,5.01,5.35,11.73,1.76,8.4,2.82,9.54,2.63,4.18,4.6,14.02,7.4,5.72,19.52,708.2,47.08,10.96,3.22,3.22,4.11,4.22,2.55,9.67,7.02,4.32,2.86,0,1.3,46.19,7.23,7,7.34,7,21,22  one on top of mouth that I couldnt initially see,1.34,1.29,1.35,3.68,KenL13.010,KenL13.01_10.JPG,lake,Kennedy,M,46.19,0.76423295,1.420400032,3.978617219,10.96025891,16.43359514,3.22,15.87523843,1.953143723,8.061970751,7.429024352,4.563613573,0.937412786,7.151617148
lake,kennedy,4.47,4.72,12.94,1.99,9.76,3.4,10.82,2.91,6.15,4.92,17.98,9.21,7.55,27.46,1011.05,52.72,12.88,3.88,3.2,4.28,4.76,2.81,9.04,6.3,4.57,3.15,0,1.76,51.19,7.56,7,7.9,8,22,22,1.52,1.39,1.5,3.32,KenL13.012,KenL13.01_12.JPG,lake,Kennedy,M,51.19,1.011616999,1.650786031,4.908517668,12.88340722,16.18095844,3.88,19.01583339,2.541409905,10.040699,9.033036532,5.644448494,1.026263362,8.722016133
lake,kennedy,6.25,6.94,13.55,2.16,10.99,3.07,10.9,3.39,5.36,5.02,16.46,10.21,7.28,26.98,1667.09,53.53,12.37,3.49,3.2,4.25,4.89,3.06,11.29,8.11,4.69,3.18,0,1.83,52.03,8,24,7.98,27,25,25,1.4,1.45,1.33,3.4,KenL13.013,KenL13.01_13.JPG,lake,Kennedy,M,52.03,0.881906945,1.824634703,4.675052985,12.37409899,15.93738997,3.49,17.83699989,2.411859497,9.248175308,8.287104936,5.509571405,0.957137623,8.171359277
lake,kennedy,5.28,6.85,11.82,1.94,9.47,2.6,10.7,2.7,4.5,4.8,15.25,8,6.47,22.32,1176.84,49.6,11.77,3,2.54,4.69,4.64,2.87,10.38,7.4,4.5,2.72,0,1.66,48.79,7.59,25,8.12,25,23,23,1.56,1.5,1.46,3.39,KenL13.014,KenL13.01_14.JPG,lake,Kennedy,M,48.79,0.756771592,1.557506906,4.478970072,11.77436987,16.17626999,3,17.7621952,2.617910677,8.805694305,7.897678825,5.31071696,0.864310992,7.650309924
lake,kennedy,3.84,5.07,11.48,2.14,9.63,3,11.94,3.32,5.2,4.96,16.42,9.72,6.92,26.06,1515.21,50.54,11.7,3.64,3.77,4.97,5.38,2.95,10.54,7.75,4.69,2.95,0,2.03,50.33,7.73,25,8.59,25,21,21,1.62,1.49,1.55,2.75,KenL13.018,KenL13.01_18.JPG,lake,Kennedy,unknown,50.33,0.836447183,1.683254721,4.647456244,11.70000822,16.51569433,3.64,18.46379582,2.832130074,9.667674665,8.405333619,5.713307389,1.080465547,8.17870024
lake,kennedy,4.27,5.12,11.2,1.93,7.67,2.08,9.76,2.33,4.04,4.5,13.85,9.06,6.03,24.32,1220.62,46.25,11.24,3.03,2.4,3.76,4.22,2.59,10.01,6.8,4.1,3.04,0,1.31,45.61,7.39,26,7.5,24,24,24,1.35,1.4,1.31,3.56,KenL13.019,KenL13.01_19.JPG,lake,Kennedy,M,45.61,0.874865897,1.571381233,3.930578984,11.23532324,15.94011984,3.03,16.11519196,2.053449577,8.517237761,6.856848254,4.961912165,0.673721533,6.806064429
lake,kennedy,5.2,5.88,11.38,1.82,7.33,2.4,10.31,2.54,3.89,4.71,14.23,8.66,6.8,24.48,1447.82,50.68,11.22,3.06,2.74,4.11,5.12,3.51,10.61,7.67,4.13,2.63,0,1.67,49.92,7.71,24,8,20,21,21,1.45,1.3,1.32,3.45,KenL13.020,KenL13.01_20.JPG,lake,Kennedy,F,49.92,1.05497474,1.462111997,4.146831729,11.21993922,16.10193869,3.06,16.39924043,2.680135614,8.603634861,7.718768041,5.062752578,1.048421422,7.433864294
