fishID.univ,n,fishID.lateral,watershed,habitat,watershed.habitat,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,n.1,file.name.ventral,watershed.1,habitat.1,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,FishID.ArmorGills,Watershed,Habitat.L.0..S.1,sequenced.neuro..funct..from.these,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Notes,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,FileName.GillRakerDig,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
SwaL13.018,18,SwaL13.01_18.JPG,swan,lake,swan.L,3.9,4.59,9.9,1.9,6.74,2.89,9.56,2.43,3.17,4.01,12.5,7.79,5.1,19.99,688.29,40.21,18,SwaL13.01_18.JPG,swan,lake,9.36,2.94,2.5,4.27,4.87,3.18,8.46,5.99,3.69,2.5,SwaL13.01_18,Swan,0,yes,1.08,39.89,6.15,8,5.93,8,,17,17,SwaL13.01_18.JPG,1,1.02,0.91,3.66
SwaL13.019,19,SwaL13.01_19.JPG,swan,lake,swan.L,4.3,5.27,8.41,1.83,6.03,2.25,7.64,2.28,2.73,3.6,10.94,5.53,4.09,15.34,390.27,36.53,19,SwaL13.01_19.JPG,swan,lake,8.74,2.2,1.57,3.25,3.84,2.42,7.26,5.1,3.1,2.12,SwaL13.01_19,Swan,0,yes,0.64,35.3,6.28,7,6.27,7,,17,17,SwaL13.01_19.JPG,0.66,0.64,0.6,3.71
SwaL13.020,20,SwaL13.01_20_side_retake.JPG,swan,lake,swan.L,4.25,4.87,8.69,1.89,6.02,2.53,8.48,1.73,2.39,3.6,10.71,4.17,4.43,14.3,373.23,36.52,20,SwaL13.01_20.JPG,swan,lake,8.76,2.45,2.01,2.81,3.71,2.38,7.11,5.11,3.33,2.53,SwaL13.01_20,Swan,0,yes,0.74,36.3,5.73,6,5.88,6,,16,16,SwaL13.01_20.JPG,0.67,0.74,0.72,3.94
SwaL13.021,21,SwaL13.01_21.JPG,swan,lake,swan.L,5.09,6.23,9.83,1.68,4.89,2.5,9.33,2.14,3.01,3.88,12.28,7.2,4.92,19.77,702.2,41.75,21,SwaL13.01_21.JPG,swan,lake,9.6,2.62,2.4,3.61,4.3,2.63,9.22,6.7,3.29,2.27,SwaL13.01_21,Swan,0,yes,0.97,40.75,7.9,8,7.71,7,,16,16,SwaL13.01_21.JPG,0.88,0.86,0.76,3.6
SwaL13.022,22,SwaL13.01_22.JPG,swan,lake,swan.L,4.65,5.76,8.86,1.73,6.13,2.49,9.35,1.92,2.81,3.7,11.79,6.46,4.97,18.13,557.16,39.76,22,SwaL13.01_22.JPG,swan,lake,8.57,2.52,2.12,2.96,4,2.38,6.99,5.26,3.43,2.32,SwaL13.01_22,Swan,0,yes,0.84,38.67,6.81,7,6.55,8,,18,17 one along bottom left behind,SwaL13.01_22.JPG,0.8,0.78,0.65,4.33
SwaL13.023,23,SwaL13.01_23.JPG,swan,lake,swan.L,3.84,4.88,8.71,1.78,5.01,1.7,8.53,1.9,2.28,3.66,10.99,5.52,4.97,16.26,473.46,38.19,23,SwaL13.01_23c_ventral_retake.JPG,swan,lake,8.53,2.37,1.65,3.19,3.91,2.4,7.17,5.16,3.16,2.25,SwaL13.01_23,Swan,0,yes,0.7,36.57,6.07,8,6,8,,16,16,SwaL13.01_23.JPG,0.72,0.73,0.64,3.64
SwaL13.024,24,SwaL13.01_24.JPG,swan,lake,swan.L,3.48,5.03,7.15,1.57,5.23,2.24,8.01,1.55,2.04,3.74,10.26,5.19,4.23,14.68,403.94,35.25,24,SwaL13.01_24.JPG,swan,lake,8.17,2.44,2.12,3.24,3.27,2.1,6.34,4.47,2.82,2.13,SwaL13.01_24,Swan,0,yes,0.62,34.66,5.34,8,5.53,8,,15,15,SwaL13.01_24.JPG,0.63,0.61,0.7,3.62
SwaL13.025,25,SwaL13.01_25_side_retake.JPG,swan,lake,swan.L,4.27,5.48,7.73,1.73,6.01,2.06,7.54,1.81,2.31,3.31,9.86,4.7,3.73,14.08,341.61,34.08,25,SwaL13.01_25.JPG,swan,lake,7.42,2.06,1.78,3.02,3.28,2.06,7.19,5.01,3.01,2,SwaL13.01_25,Swan,0,no,0.55,33.79,6.06,6,6.19,7,,16,16,SwaL13.01_25.JPG,0.77,0.74,0.68,3.8
SwaL13.026,26,SwaL13.01_26_side_retake.JPG,swan,lake,swan.L,3.49,4.18,7.68,1.5,5.26,2.42,7.99,1.7,1.91,3.23,9.78,5.43,3.81,14.48,384.64,34.99,26,SwaL13.01_26.JPG,swan,lake,7.53,2.09,1.59,3.52,3.45,2.14,7.33,4.73,2.9,1.93,SwaL13.01_26,Swan,0,no,0.58,34.41,5.66,7,5.57,8,,16,16,SwaL13.01_26.JPG,0.57,0.64,0.55,3.72
SwaL13.027,27,SwaL13.01_27.JPG,swan,lake,swan.L,4.57,6.05,9.89,2.08,6.65,2.91,9.81,2.94,3.25,4.08,12.91,6.1,5.82,18.82,568.98,40.91,27,SwaL13.01_27.JPG,swan,lake,10.13,2.81,2.39,3.88,4.28,2.99,7.64,4.75,3.79,2.54,SwaL13.01_27,Swan,0,no,1.06,40.04,6.78,7,6.72,8,,17,17,SwaL13.01_27.JPG,0.72,0.82,0.76,3.31
SwaL13.028,28,SwaL13.01_28_side_retake.JPG,swan,lake,swan.L,4.31,5.22,9.88,2.5,8.33,3.41,10.42,3.04,3.45,4,13.87,7.16,5.62,20.72,758.13,45.09,28,SwaL13.01_28.JPG,swan,lake,10.54,3.42,2.57,4.51,4.8,3.38,9.23,6.67,3.95,2.7,SwaL13.01_28,Swan,0,no,1.31,43.57,6.54,8,6.59,8,,17,17,SwaL13.01_28.JPG,1.13,1.08,0.86,2.98
SwaL13.029,29,SwaL13.01_29_side_retake.JPG,swan,lake,swan.L,4.45,5.33,7.92,1.84,6.29,2.27,8,2.01,2.45,3.73,10.84,5.4,4.32,16.8,451.3,35.7,29,SwaL13.01_29_ventral_retake.JPG,swan,lake,8.86,2.33,1.6,3.66,4.09,2.7,7.21,5.39,3.26,2.03,SwaL13.01_29,Swan,0,no,0.67,35.16,6.06,7,6.05,7,,19,19,SwaL13.01_29.JPG,0.9,0.79,0.78,3.99
SwaL13.030,30,SwaL13.01_30_side_retake.JPG,swan,lake,swan.L,3.92,4.75,8.72,1.9,6.51,2.83,8.78,2,2.64,3.45,11.21,5.42,4.74,16.5,452.69,37.92,30,SwaL13.01_30_ventral_retake.JPG,swan,lake,8.83,2.34,1.79,3.55,3.86,2.68,7.44,5.31,3.2,2.47,SwaL13.01_30,Swan,0,no,0.77,36.68,5.79,8,5.92,7,,17,17,SwaL13.01_30a.JPG,0.94,0.98,0.93,3.2
SwaL13.031,31,SwaL13.01_31.JPG,swan,lake,swan.L,3.76,4.63,6.81,1.28,5,2.09,7.9,2.49,2.47,3.69,10.5,5.58,4.5,15.8,456.39,32.03,31,SwaL13.01_31.JPG,swan,lake,7.53,1.97,1.67,2.89,3.28,2.37,6.67,4.91,2.42,1.7,SwaL13.01_31,Swan,0,no,0.49,31.75,5.59,7,5.63,8,,15,15,SwaL13.01_31.JPG,0.79,0.75,0.67,3.59
SwaL13.032,32,SwaL13.01_32_side_retake.JPG,swan,lake,swan.L,3.92,4.81,8.98,1.82,6.83,2.22,8.94,2.34,2.77,3.33,11.42,5.77,4.61,16.53,498.25,38.37,32,SwaL13.01_32.JPG,swan,lake,9.28,2.47,2.02,3.48,4.13,2.44,6.91,5.28,3.3,2.34,SwaL13.01_32,Swan,0,no,0.83,37.88,5.91,8,6.01,7,,17,17,SwaL13.01_32.JPG,0.9,0.81,0.89,3.37
SwaL13.033,33,SwaL13.01_33.JPG,swan,lake,swan.L,3.94,5.05,7.56,1.49,5.86,2.25,7.19,1.87,2.11,3.3,9.49,4.5,4.08,13.89,349.2,33.58,33,SwaL13.01_33.JPG,swan,lake,7.33,2.06,1.61,2.59,3.3,1.82,6.08,4.1,2.95,2.06,SwaL13.01_33,Swan,0,no,0.5,33.46,5.54,5,5.83,6,,17,17,SwaL13.01_33b.JPG,0.74,0.84,0.8,3.91
SwaL13.034,34,SwaL13.01_34.JPG,swan,lake,swan.L,4.3,4.74,11.09,2.09,7.23,2.57,9.25,2.43,3.31,4,12.57,6.98,4.94,18.55,618.66,42.01,34,SwaL13.01_34.JPG,swan,lake,9.68,2.69,1.79,3.66,4.54,3,8.66,5.82,4.14,2.77,SwaL13.01_34,Swan,0,no,1.15,41.37,6.37,8,6.53,8,,19,19,SwaL13.01_34.JPG,1.15,1.14,1.15,3.24
SwaL13.035,35,SwaL13.01_35.JPG,swan,lake,swan.L,3.94,5.5,9.66,1.77,6.62,2.45,8.78,2.7,2.76,3.72,11.53,6.25,5.15,17.76,563.14,36.91,35,SwaL13.01_35.JPG,swan,lake,8.88,2.32,1.65,3.13,3.79,2.43,6.52,4.78,3.44,2.25,SwaL13.01_35,Swan,0,no,0.76,36.29,5.86,6,6.14,6,,17,17,SwaL13.01_35.JPG,0.86,0.87,0.9,3.5
SwaL13.036,36,SwaL13.01_36.JPG,swan,lake,swan.L,5.3,6.48,10.78,1.99,6.89,2.63,10.77,2.35,3.28,3.8,13.15,6.81,6.01,19.69,683.82,45.38,36,SwaL13.01_36.JPG,swan,lake,9.46,2.75,1.81,4.91,5.27,3.55,10.07,7.91,3.94,2.78,SwaL13.01_36,Swan,0,no,1.33,42.96,7.35,8,7.29,8,,17,17,SwaL13.01_36.JPG,1.04,0.97,0.84,3.65
SwaL13.037,37,SwaL13.01_37.JPG,swan,lake,swan.L,4.21,5.39,7.51,1.63,4.85,2.33,8.22,1.65,2.23,3.35,10.3,5.18,4.52,15.26,425.61,34.39,37,SwaL13.01_37.JPG,swan,lake,7.2,1.92,1.72,3.67,3.89,2.22,6.9,5,2.7,1.88,SwaL13.01_37,Swan,0,no,0.59,33.73,6.11,7,6.2,7,,11,11,SwaL13.01_37.JPG,0.77,0.74,0.71,4.22
SwaL13.038,38,SwaL13.01_38_side_retake.JPG,swan,lake,swan.L,4.32,5.09,8.03,1.7,5.38,2.6,7.81,1.54,1.83,3.26,9.68,5.07,3.99,15.4,367.27,34.8,38,SwaL13.01_38.JPG,swan,lake,7.79,2.26,2.1,3.15,3.98,2.37,7.78,5.81,3.01,2.13,SwaL13.01_38,Swan,0,no,0.61,35,6.4,7,6.59,7,,17,17,SwaL13.01_38.JPG,0.77,0.74,0.81,3.8
SwaL13.039,39,SwaL13.01_39_side_retake.JPG,swan,lake,swan.L,3.93,4.77,7.98,2.06,6.32,1.99,8.19,2.49,2.65,3.88,11.47,5.26,4.51,16.08,447.3,36.88,39,SwaL13.01_39_ventral_retake.JPG,swan,lake,8.95,2.29,1.72,3.12,3.57,2.25,7.21,5.1,2.99,2.11,SwaL13.01_39,Swan,0,no,0.66,35.76,6.17,9,6.29,7,,18,18,SwaL13.01_39.JPG,0.84,0.82,0.82,3.32
SwaL13.040,40,SwaL13.01_40_side_retake.JPG,swan,lake,swan.L,4.11,4.87,9.12,2.05,6.32,2.24,8.98,2.49,2.91,3.86,11.9,5.65,4.96,17.65,512.18,38.54,40,SwaL13.01_40.JPG,swan,lake,8.57,2.45,1.66,3.32,3.96,2.63,7.12,5.51,3.53,2.33,SwaL13.01_40,Swan,0,no,0.81,37.23,5.83,7,5.68,7,,19,19,SwaL13.01_40.JPG,0.7,0.66,0.75,3.48
SwaS13.001,1,SwaS13.01_01.JPG,swan,stream,swan.S,3.71,5.45,10.3,1.89,7.14,2.74,9.71,2.27,3.6,3.92,13.36,6.06,5.51,19.08,684.96,46.02,1,SwaS13.01_01.JPG,swan,stream,10.53,3.12,3.06,3.8,5,3.59,9.72,7.25,3.33,2.36,SwaS13.01_01,Swan,1,yes,1.34,45.5,5.76,7,5.85,7,,16,16,SwaS13.01_01.JPG,0.71,0.8,0.76,2.59
SwaS13.002,2,SwaS13.01_02.JPG,swan,stream,swan.S,5.41,6.81,13.99,2.48,8.62,3.93,12.33,3.06,4.25,4.45,15.89,9.06,6.53,24.45,1069.92,55.44,2,SwaS13.01_02.JPG,swan,stream,12.53,3.77,3.49,4.95,6.19,4.93,9.4,7.51,4.44,3.24,SwaS13.01_02,Swan,1,yes,2.44,54.51,7.37,7,7.25,7,,17,17,SwaS13.01_02.JPG,1.17,1.14,1.24,2.3
SwaS13.003,3,SwaS13.01_03_side_retake.JPG,swan,stream,swan.S,5,6.08,10.52,2.1,7.02,2.55,9.96,1.98,2.87,4.07,12.38,6.55,5.08,18.75,655.48,45.38,3,SwaS13.01_03.JPG,swan,stream,10.3,3.05,2.22,3.46,4.38,2.84,8.87,6.65,3.52,2.66,SwaS13.01_03,Swan,1,no,1.35,45.13,6.48,7,6.41,7,,17,17,SwaS13.01_03.JPG,0.88,0.86,0.95,3.12
SwaS13.004,4,SwaS13.01_04.JPG,swan,stream,swan.S,3.79,5.36,12.31,2.36,7.93,4.64,13.25,3.21,4.87,4.6,16.89,8.33,7.06,23.98,1000.57,52,4,SwaS13.01_04.JPG,swan,stream,12.88,4.31,3.85,6.47,6.44,4.28,10.15,7.95,4.34,3.06,SwaS13.01_04,Swan,1,yes,2.95,51.71,NA,7,6.73,7,BROKEN,18,17 one left behind,SwaS13.01_04.JPG,1.03,0.91,0.92,2.35
SwaS13.005,5,SwaS13.01_05.JPG,swan,stream,swan.S,4.84,5.38,11.28,2.35,6.85,2.72,11.4,2.69,4.15,4.45,15.35,7.91,5.49,21.75,887.45,49.44,5,SwaS13.01_05.JPG,swan,stream,11.48,3.57,3.25,4.29,5.31,4.02,9.25,6.2,4.19,2.78,SwaS13.01_05,Swan,1,yes,1.84,48.52,6.55,7,6.41,5,,16,16,SwaS13.01_05.JPG,1.09,1.21,1.02,2.41
SwaS13.006,6,SwaS13.01_06.JPG,swan,stream,swan.S,4.87,5.61,9.65,1.72,5.55,2.75,8.66,2.15,3.01,3.37,11.73,5.97,4.38,17.1,499.24,39.02,6,SwaS13.01_06.JPG,swan,stream,8.88,2.36,2.12,3.18,3.9,2.85,8.25,6.4,3.1,2.27,SwaS13.01_06,Swan,1,yes,0.86,38.84,6.19,8,6.4,7,,18,18 confirmed-see Note2,SwaS13.01_06.JPG,0.63,0.56,0.6,3.36
SwaS13.007,7,SwaS13.01_07.JPG,swan,stream,swan.S,4.21,4.82,10.14,1.89,6.78,3.07,9.78,2.35,3.67,4.01,13.07,6.17,5.47,18.61,646.37,42.57,7,SwaS13.01_07.JPG,swan,stream,10.26,3.01,2.5,3.61,4.14,3.04,9.34,6.7,3.38,2.49,SwaS13.01_07,Swan,1,yes,1.19,42.68,6.04,7,6.61,7,,15,15,SwaS13.01_07.JPG,0.95,0.93,0.86,2.63
SwaS13.008,8,SwaS13.01_08.JPG,swan,stream,swan.S,4.83,5.44,11.1,2.28,7.03,2.79,11.09,2.53,3.82,3.8,13.81,7.08,5.27,21.03,781.69,46.72,8,SwaS13.01_08.JPG,swan,stream,10.34,3.11,2.72,3.61,5.03,3.53,8.65,7.07,3.55,2.6,SwaS13.01_08,Swan,1,yes,1.66,46.99,6.36,7,6.65,7,,16,16,SwaS13.01_08.JPG,0.79,0.91,0.86,2.76
SwaS13.009,9,SwaS13.01_09.JPG,swan,stream,swan.S,4.78,6.16,12.01,2.43,8.67,3.33,12.87,3.46,4.75,4.71,16.81,8.47,6.65,24.49,1138.21,51.58,9,SwaS13.01_09.JPG,swan,stream,13.3,3.65,2.18,5.33,5.84,4.36,11.24,8.16,4.09,2.69,SwaS13.01_09,Swan,1,yes,2.48,51.92,6.86,8,6.8,8,,18,18,SwaS13.01_09.JPG,1.03,1.06,1.07,2.56
SwaS13.010,10,SwaS13.01_10.JPG,swan,stream,swan.S,3.69,4.07,5.62,1.34,5.82,2.04,8.27,1.8,2.28,3.52,10.36,5.05,4.06,14.46,384.52,35.81,10,SwaS13.01_10.JPG,swan,stream,7.71,2.24,2.14,2.95,3.44,2.21,6.53,5.15,3,2.24,SwaS13.01_10,Swan,1,yes,0.64,36.17,5.32,7,5.39,7,,12,10left two at the roof of the mouth,SwaS13.01_10.JPG,0.65,0.67,0.54,4.97
SwaS13.011,11,SwaS13.01_11.JPG,swan,stream,swan.S,5.39,7.08,14.16,2.55,9.43,3.17,14.21,2.67,4.25,4.16,16.42,9.75,6.45,25.27,1105.12,58.91,11,SwaS13.01_11.JPG,swan,stream,13.98,5.16,4.7,6.66,7.12,5.45,9,7.48,4.97,3.42,SwaS13.01_11,Swan,1,yes,4.18,60.19,6.93,9,7.36,10,,17,17,SwaS13.01_11.JPG,1.04,1.07,1.04,2.23
SwaS13.012,12,SwaS13.01_12.JPG,swan,stream,swan.S,5.83,6.79,12.8,2.49,8.54,3.53,13.59,2.69,3.95,4.14,15.23,9.3,5.71,23.75,978.24,55.3,12,SwaS13.01_12.JPG,swan,stream,11.38,4.06,3.9,6.35,7.05,5.63,10.49,8.51,4.71,2.81,SwaS13.01_12,Swan,1,yes,3.26,54.64,8.23,8,8.29,8,,17,17,SwaS13.01_12.JPG,0.93,0.98,1.02,2.36
SwaS13.013,13,SwaS13.01_13_side_retake.JPG,swan,stream,swan.S,5.03,5.57,10.22,2.14,7.64,2.85,10.23,2.06,2.99,3.93,12.81,4.38,4.93,15.38,402.8,46.55,13,SwaS13.01_13.JPG,swan,stream,9.6,3.13,3.02,3.38,4.5,3,8.86,6.57,3.76,2.74,SwaS13.01_13,Swan,1,yes,1.47,46.46,7.05,8,7.09,7,,15,15,SwaS13.01_13.JPG,0.8,0.76,0.79,2.84
SwaS13.014,14,SwaS13.01_14.JPG,swan,stream,swan.S,4.37,4.88,11.04,1.59,6.14,2.67,10.15,2.14,3.51,3.26,12.42,6.76,5.03,19.18,663.46,45.07,14,SwaS13.01_14.JPG,swan,stream,9.68,3.02,2.84,4.26,4.82,3.29,9.15,6.77,3.73,2.42,SwaS13.01_14,Swan,1,yes,1.44,44.73,6.3,9,6.19,9,,18,17 one left behind,SwaS13.01_14.JPG,0.73,0.75,0.68,3.07
SwaS13.015,15,SwaS13.01_15.JPG,swan,stream,swan.S,4.38,5.13,10.23,2.07,5.97,2.8,11.34,2.15,3.61,3.78,13.61,7.04,4.94,19.88,722,46.48,15,SwaS13.01_15.JPG,swan,stream,10.12,2.47,2.72,3.55,5.22,3.35,9.78,7.2,3.31,1.93,SwaS13.01_15,Swan,1,yes,1.61,46.1,6.39,8,6.39,9,,16,15 one left behind,SwaS13.01_15.JPG,0.87,0.69,0.77,2.71
SwaS13.016,16,SwaS13.01_16_side_retake.JPG,swan,stream,swan.S,5.14,6.65,14.64,2.75,9.32,2.68,13.48,3.15,4.25,4.53,16.54,9.41,7.29,25.93,1163.3,57.4,16,SwaS13.01_16.JPG,swan,stream,13.05,4.15,3.14,5.95,7.19,5.68,10.47,8.26,4.63,3.23,SwaS13.01_16,Swan,1,yes,3.15,56.37,7.24,7,7.56,7,,16,16,SwaS13.01_16.JPG,1,1.11,0.86,2.53
SwaS13.017,17,SwaS13.01_17.JPG,swan,stream,swan.S,4.75,5.51,11.49,2.2,7.99,3.09,11.23,2.61,3.59,3.91,13.83,8.66,5.11,21.06,815.41,45.56,17,SwaS13.01_17.JPG,swan,stream,11.27,3.24,2.48,4.91,5.46,4,9.21,6.73,4.24,2.73,SwaS13.01_17,Swan,1,yes,1.86,46.9,6.74,11,7.02,10,,19,19,SwaS13.01_17.JPG,0.92,0.91,0.9,3.18
SwaS13.018,18,SwaS13.01_18_side_retake.JPG,swan,stream,swan.S,2.11,3.01,5.68,1.15,3.8,2.42,5.93,0.84,1.61,2.36,7.61,2.51,2.23,8.07,93.37,27.23,18,SwaS13.01_18.JPG,swan,stream,5.86,1.51,1.37,2.14,2.75,1.53,4.96,3.61,2.06,1.58,SwaS13.01_18,Swan,1,no,0.27,27.46,3.83,7,3.76,6,,18,15 3 along mouth left seperated-count confirmed,SwaS13.01_18.JPG,0.32,0.42,0.43,5.55
SwaS13.019,19,SwaS13.01_19.JPG,swan,stream,swan.S,5.66,6.61,12.59,2.69,7.08,3.69,14.32,2.89,3.71,4.29,15.17,8.55,6.58,23.88,1075.14,55.67,19,SwaS13.01_19_ventral_retake.JPG,swan,stream,12.58,3.88,3.36,6.81,6.71,4.39,9.54,8.19,4.43,3.39,SwaS13.01_19,Swan,1,yes,3.29,55.75,7.58,7,7.15,7,,17,17,SwaS13.01_19.JPG,1.17,1.1,1.15,2.27
SwaS13.020,20,SwaS13.01_20_side_retake.JPG,swan,stream,swan.S,4.05,5.31,9.89,1.76,7.04,2.36,8.66,1.56,1.93,3.71,11.04,5.26,5,16.84,483.81,39.94,20,SwaS13.01_20.JPG,swan,stream,9.51,2.65,1.76,3.27,4.14,2.87,7.32,5.46,3.27,2.34,SwaS13.01_20,Swan,1,yes,0.88,39.59,6.61,7,6.47,7,,18,18,SwaS13.01_20.JPG,0.83,0.89,0.77,3.2
SwaS13.021,21,SwaS13.01_21.JPG,swan,stream,swan.S,5.6,6.29,10.13,1.9,6.64,2.74,10,2.27,3.13,3.91,12.88,6.75,5.27,19.16,649.08,44.39,21,SwaS13.01_21.JPG,swan,stream,9.74,2.73,2,3.3,4.5,3.12,8.74,6.48,3.59,2.49,SwaS13.01_21,Swan,1,yes,1.22,43.92,6.98,5,7.08,5,,16,16,SwaS13.01_21.JPG,0.96,0.91,1.03,3.17
SwaS13.022,22,SwaS13.01_22.JPG,swan,stream,swan.S,4.07,5.04,8.32,1.91,7.3,1.95,9.47,2.35,2.89,4.24,12.22,5.78,5.15,18.26,539.41,40.8,22,SwaS13.01_22.JPG,swan,stream,7.83,2.54,1.83,3.01,4.12,2.68,8.02,5.72,3.99,2.3,SwaS13.01_22,Swan,1,yes,0.97,41.12,5.77,7,5.91,7,,18,18,SwaS13.01_22.JPG,0.87,0.82,0.6,3.54
SwaS13.023,23,SwaS13.01_23.JPG,swan,stream,swan.S,5.29,5.85,14.39,2.88,9.9,3.59,14.67,2.93,3.92,4.62,15.72,10.3,7.47,27.36,1348.63,58.49,23,SwaS13.01_23.JPG,swan,stream,12.21,4.54,3.14,5.88,7.21,5.12,10.73,8.97,4.87,3.61,SwaS13.01_23,Swan,1,yes,4.02,58.43,7.4,7,7.43,8,,17,17,SwaS13.01_23.JPG,1.1,1.11,1.12,2.5
SwaS13.024,24,SwaS13.01_24.JPG,swan,stream,swan.S,5.7,5.97,13.54,2.39,8.47,3.71,13.96,2.77,4.17,4.44,16.49,9.51,6.19,24.36,1074.72,57.87,24,SwaS13.01_24.JPG,swan,stream,12.99,4.06,4.43,6.43,6.77,5.04,10.26,9.09,4.6,2.85,SwaS13.01_24,Swan,1,yes,3.39,58.15,5.92,7,6.71,7,,18,18,SwaS13.01_24b.JPG,0.87,0.91,0.92,2.28
SwaS13.025,25,SwaS13.01_25.JPG,swan,stream,swan.S,5.81,6.68,14.38,2.43,7.89,3.69,13.59,3.29,3.72,4.65,15.95,7.94,6.92,24.74,1009.06,58.41,25,SwaS13.01_25.JPG,swan,stream,12.43,4.39,3.3,6.17,6.98,5.71,11.05,9.31,4.29,3.04,SwaS13.01_25,Swan,1,yes,3.4,57.35,7.14,8,7.2,5,,16,16,SwaS13.01_25.JPG,0.89,1.08,1.02,1.97
SwaS13.026,26,SwaS13.01_26.JPG,swan,stream,swan.S,4.72,5.83,11.86,2.21,8.93,3.29,12.96,2.7,4.29,4.75,16.11,8.5,6.82,23.83,1003.05,55.55,26,SwaS13.01_26.JPG,swan,stream,12.74,4.44,3.02,5.74,6.33,4.93,9.89,7.7,3.93,2.44,SwaS13.01_26,Swan,1,yes,2.78,55.03,6.24,7,6.56,7,,20,20,SwaS13.01_26.JPG,0.84,0.74,0.63,2.69
SwaS13.027,27,SwaS13.01_27.JPG,swan,stream,swan.S,5.24,7.24,14.46,2.49,9.03,3.28,13.99,2.41,4.4,4.49,17.02,9.61,7.23,26.36,1184.56,60.71,27,SwaS13.01_27.JPG,swan,stream,14.22,4.51,3.2,5.8,6.89,5.52,10.62,8.58,4.73,2.86,SwaS13.01_27,Swan,1,no,3.35,61.32,7.97,7,7.57,6,,17,17,SwaS13.01_27.JPG,1.08,1.55,1.16,2.01
SwaS13.028,28,SwaS13.01_28_side_retake.JPG,swan,stream,swan.S,4.79,5.98,16.1,2.69,9.98,3.26,13.82,2.22,3.3,4.31,14.51,9.36,6.88,26.49,1086.22,58.77,28,SwaS13.01_28.JPG,swan,stream,11.59,4.87,4.15,6.48,6.96,5.38,9.69,7.87,4.99,3.7,SwaS13.01_28,Swan,1,no,3.68,57.69,6.55,8,6.48,6,,16,16,SwaS13.01_28.JPG,0.95,1.03,1.12,2.37
SwaS13.029,29,SwaS13.01_29.JPG,swan,stream,swan.S,4.06,5.04,8.77,1.87,6.76,1.93,9.18,2.63,3.03,4.08,12.81,5.85,4.78,17.77,544.23,42.18,29,SwaS13.01_29.JPG,swan,stream,9.81,2.66,2.29,3.06,4.23,2.55,8.75,6.32,3.81,2.77,SwaS13.01_29,Swan,1,no,1.1,42.7,6.24,8,6.1,8,,17,17,SwaS13.01_29.JPG,0.81,0.65,0.89,3.14
SwaS13.030,30,SwaS13.01_30.JPG,swan,stream,swan.S,5.18,6.32,13.12,2.66,8.02,3.64,13.16,2.89,4,4.98,16.08,8.38,7.28,23.86,1036.97,54.02,30,SwaS13.01_30.JPG,swan,stream,12.93,4.26,2.48,5.01,6.04,4.64,10.56,7.87,4.34,2.87,SwaS13.01_30,Swan,1,no,2.58,53.75,7.07,8,7.03,8,,16,16,SwaS13.01_30a.JPG,0.86,0.99,1.02,2.26
SwaS13.031,31,SwaS13.01_31.JPG,swan,stream,swan.S,4.27,6.26,17.21,2.79,8.45,2.81,17.76,2.86,3.79,4.83,17.2,8.1,7.5,25.01,1103.84,61.2,31,SwaS13.01_31.JPG,swan,stream,13.04,4.98,4.91,7.95,7.91,5.68,8.18,7.91,5.16,4.33,SwaS13.01_31,Swan,1,no,5.96,60.27,6.48,8,6.45,8,,18,18,SwaS13.01_31.JPG,1.3,1.21,1.02,2.49
SwaS13.032,32,SwaS13.01_32.JPG,swan,stream,swan.S,4.74,6.23,14.09,2.69,8.87,3.38,14.66,2.41,4.13,4.5,16.29,8.42,6.85,24.94,1089.97,58.49,32,SwaS13.01_32.JPG,swan,stream,12.04,4.14,3.56,5.94,6.65,5.27,11.43,9.53,4.8,3.38,SwaS13.01_32,Swan,1,no,3.8,58.16,7.18,6,7.18,8,,16,16,SwaS13.01_32.JPG,1.08,1.1,1.17,2.08
SwaS13.033,33,SwaS13.01_33_side_retake.JPG,swan,stream,swan.S,3.96,4.3,10.69,2.12,7.52,3.67,10.78,2.61,3.88,4.14,14.2,6.93,5.47,20.07,732.47,45.23,33,SwaS13.01_33.JPG,swan,stream,11.17,3.32,2.88,4.01,4.87,3.47,6.24,4.85,4.16,2.8,SwaS13.01_33,Swan,1,no,1.56,44.18,5.11,7,4.76,7,,18,18,SwaS13.01_33c.JPG,0.92,0.92,0.93,2.59
