habitat,watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm,fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
lake,comida,4.9,5.42,14.52,2.36,11.11,3.19,11.55,2.73,4.73,5.26,16.69,9.99,6.01,25,1099.35,54,12.42,3.81,2.96,4.94,4.8,3.61,11.49,7.95,4.71,3.4,0,2.07,51.61,8.33,7,8.43,8,21,21,1.07,0.95,0.96,3.07,ComL13.009,ComL13.01_09.JPG,lake,Comida,unknown,51.61,1.063388408,1.661983463,4.623943021,12.41665439,14.8226042,3.81,17.96467753,3.049848864,8.764973464,8.244889664,5.603290234,0.982293017,8.200200794
lake,comida,4.53,5.58,14.4,2.26,10.4,3.37,11.39,3.02,5.18,4.95,17.04,9.28,6.96,24.64,1052.41,53.91,12.33,3.42,2.61,4.28,5.03,3.77,11.39,7.7,4.9,3.32,0,1.97,51.81,8.07,6,7.77,6,20,20,0.94,1.16,1.1,2.57,ComL13.010,ComL13.01_10.JPG,lake,Comida,M,51.81,1.079301918,1.761038136,4.879136506,12.32757983,15.15989837,3.42,18.04797487,2.250077295,9.317773081,9.33089408,5.529228949,1.209504364,9.106412265
lake,comida,4.08,NA,11.45,1.84,10.34,2.6,9.48,1.87,3.59,4.28,13.55,6.31,4.83,17.38,525.45,45.94,10.26,2.82,2.23,3.28,4.03,2.55,9.37,6.24,3.94,2.79,0,1.16,45.11,6.78,6,6.88,6,20,20,1,1,1.04,3.61,ComL13.011,ComL13.01_11.JPG,lake,Comida,M,45.11,0.843501493,1.327826881,3.908523866,10.25733915,15.00848221,2.82,15.23459377,1.87291516,7.890309565,7.28367755,4.533870328,0.738646131,7.049114557
lake,comida,4.56,4.89,11.4,2.04,8.27,3.08,10.27,2.76,4.05,5.17,15.3,9.07,5.24,22.75,935.54,48.34,11.25,3.33,2.86,4.35,4.85,2.93,9.44,6.19,4.32,3.02,0,1.52,46.75,7.16,7,7.28,7,20,20,0.92,0.82,0.82,2.96,ComL13.012,ComL13.01_12.JPG,lake,Comida,M,46.75,0.928674178,1.5142709,4.338616579,11.25393211,14.81770901,3.33,15.34664767,2.500374981,8.239883006,7.962014399,5.308219589,0.901346183,7.889631643
lake,comida,5.46,6.29,15.2,2.82,13.76,3.8,12.09,2.91,4.84,5.88,18.24,10.51,6.86,27.2,1359.26,60.13,13.64,3.92,2.75,4.49,5.51,3.1,11.1,7.35,4.71,3.2,0,2.35,59.7,9.02,6,8.97,6,21,19 two along bottom left; count confirmed,1.37,1.32,1.26,2.35,ComL13.013,ComL13.01_13.JPG,lake,Comida,M,59.7,1.203614584,2.231811191,5.953483118,13.6418586,14.97977554,3.92,19.88384193,3.016710466,10.74376443,9.924341412,6.37787008,1.393493625,9.66172269
lake,comida,5.55,6.29,14.45,2.24,11.4,3.77,13.5,3.41,5.21,5.6,18.38,10.49,7.04,27.44,1323.91,60.17,13.58,4.32,3.99,5.87,6.31,4.24,12.58,8.54,4.62,3.14,0,2.99,58.78,9.41,7,9.03,7,20,20,1.14,1.17,0.89,2.07,ComL13.014,ComL13.01_14.JPG,lake,Comida,F,58.78,1.239667746,1.842366723,5.42798762,13.57695138,14.8787007,4.32,20.31988213,2.849963307,10.67987,10.44136932,6.722448448,1.328514145,10.3815778
lake,comida,5.46,5.99,13.02,2.23,10.74,3.16,11.87,2.71,4.28,4.56,15.14,9.6,6.41,24.52,951.84,51.62,12.03,3.47,3.22,4.99,5.28,3.74,11.72,7.42,5.29,3.46,0,2.1,51.05,7.97,7,8.19,7,20,18 two along bottom left; count confirmed,1.05,1.13,1.14,2.83,ComL13.015,ComL13.01_15.JPG,lake,Comida,M,51.05,1.018171742,1.759226156,4.626671547,12.02894934,14.78886235,3.47,17.60286364,2.954787879,9.069181818,7.965810606,6.065575758,1.150170455,7.873049338
lake,comida,4.28,5.39,11.02,1.88,8.54,3.6,8.91,2.8,3.56,4.24,13.56,7.59,5.12,19.76,695.79,43.14,10.45,2.56,1.74,2.81,3.61,2.18,8.91,5.82,3.97,2.75,0,0.97,42.74,6.75,7,6.81,7,19,16 three along bottom left behind; count confirmed,0.83,0.8,0.77,3.09,ComL13.016,ComL13.01_16.JPG,lake,Comida,M,42.74,0.844565087,1.415639444,3.839167595,10.4475166,14.85865477,2.56,13.18709266,1.950616867,7.151130611,6.865954176,4.202624967,0.776199048,6.815339116
lake,comida,4.98,5.67,14.25,2.14,10.14,4,10.98,3.42,4.53,5.15,16.25,9.68,6.28,24.55,1106.2,52.53,12.57,3.24,2.35,4.56,5,3.49,10.68,7.13,4.58,3.2,0,1.82,50.28,7.96,7,8.08,7,21,21,1.1,1.01,1.04,2.53,ComL13.017,ComL13.01_17.JPG,lake,Comida,M,50.28,0.923668227,1.826035222,5.026269071,12.566319,15.0041803,3.24,17.07955303,2.628200758,8.516056818,8.411325758,5.656787879,0.910492424,8.311108257
lake,comida,4.86,5.46,12.07,1.69,8.99,2.42,9.89,2.47,3.22,4.66,13.26,8.72,5.56,22.93,909.57,49.17,9.81,3.02,2.96,3.89,4.78,2.93,11.51,8.08,4.14,2.61,0,1.58,49.17,7.44,8,7.53,9,20,17 three along roof of mouth left behind; count confirmed,0.75,0.73,0.66,2.97,ComL13.018,ComL13.01_18.JPG,lake,Comida,F,49.17,0.928042449,1.449045039,3.99181581,9.805714617,14.71041189,3.02,15.93885653,2.614961524,9.238465406,8.371521305,5.765699116,1.148092649,8.144946148
lake,comida,5.02,5.57,13.01,2.35,10.8,3.23,10.6,3.18,4.46,5.06,15.81,9.48,6.49,25.16,1058.07,50.49,11.69,3.07,2.1,3.68,4.78,2.71,10.31,6.96,4.34,2.83,0,1.62,50.01,8.09,8,8.03,8,18,15 three along bottom left; count confirmed,0.96,0.69,0.76,2.38,ComL13.019,ComL13.01_19.JPG,lake,Comida,M,50.01,0.991502482,1.567631309,4.637073436,11.68871182,14.92618435,3.07,16.57891698,2.229290566,8.522788679,7.531018868,6.017064151,1.414464151,7.613669295
lake,comida,3.27,4.56,10.39,1.39,7.54,2.72,9.34,2.16,3.36,4.05,13,7,5.21,19.45,710.78,45.65,9.77,2.75,2.46,3.91,4.54,2.92,9.71,7.05,3.56,2.57,0,1.2,44.62,6.49,7,6.77,7,22,22,0.71,0.64,0.71,3.6,ComL13.020,ComL13.01_20.JPG,lake,Comida,F,44.62,0.945486709,1.399966695,3.716441143,9.767702542,14.97121652,2.75,14.17878534,1.890991226,7.434613614,6.938944849,4.596302351,0.979876118,6.818065399
lake,comida,4.99,5.67,14.24,2.45,10.02,3.53,11.13,2.92,4.69,5.15,16.08,8.91,6.68,23.98,1017.7,52.43,11.91,3.72,3.52,4.51,5.29,3.46,10.78,7.37,5.23,3.84,0,2.04,51.6,7.5,7,8.25,6,20,20,1.03,1,0.99,2.81,ComL13.024,ComL13.01_24.JPG,lake,Comida,M,51.6,0.877103391,1.62465032,4.726407898,11.91484818,15.04314822,3.72,17.62470913,2.254741905,9.960055734,8.449642778,5.555676375,1.030661808,8.261336277
lake,comida,4.27,4.85,11.38,1.41,8.49,2.83,9,2.03,2.94,3.74,11.52,7.53,4.82,19.27,648.1,45.68,10.34,2.87,2.54,4.2,4.32,2.81,9.79,6.62,3.99,2.56,0,1.27,45.84,6.4,7,6.34,7,22,22,0.59,0.57,0.39,3.16,ComL13.036,ComL13.01_36.JPG,lake,Comida,M,45.84,0.842509512,1.152831435,3.49352401,10.3361201,14.78433532,2.87,14.28870121,2.134675825,7.298350516,7.022506173,4.861047424,0.68016231,6.949665082
lake,frederick,3.45,4.19,11.71,1.7,7.49,1.95,8.6,2.35,3.63,4.45,13.17,6.87,6.18,20.77,742.63,42.7,9.26,2.52,1.72,3.27,3.6,2.3,8.7,5.65,3.25,2.47,0,0.94,42.1,5.84,7,6.32,8,20,20,1.12,1.05,1.3,3.53,FreL13.001,FreL13.01_01.JPG,lake,Frederick,M,42.1,0.792769241,1.309457194,3.675852939,9.263225686,14.51511453,2.52,14.56180357,1.680089286,7.409314286,6.730317857,4.14655,1.242325,6.531419354
lake,frederick,3.62,4.28,8.07,1.27,6.69,1.42,7.08,1.85,2.61,3.27,10.11,7.12,4.78,18.39,558.5,36.2,7.24,2.04,1.8,2.59,3.01,1.54,7.02,5.01,3.45,2.68,0,0.6,36.16,5.56,10,5.68,11,19,19,0.94,0.92,0.95,4.73,FreL13.002,FreL13.01_02.JPG,lake,Frederick,F,36.16,0.56848816,1.113878384,2.921567163,7.241398492,12.91548873,2.04,11.43852441,1.933687744,5.85767457,4.791061309,3.401325302,0.411557475,4.729294016
lake,frederick,2.85,3.94,10.65,1.47,7.06,2.07,7.57,1.87,2.87,3.94,11.23,5.45,4.78,17.62,498.71,39.92,8.07,2.5,2.17,2.68,3.43,2.09,7.73,5.28,3.66,2.85,0,0.76,39.37,5.91,7,6.09,8,21,21,1.12,1.04,1.16,3.94,FreL13.003,FreL13.01_03.JPG,lake,Frederick,M,39.37,0.749731066,1.234981421,3.306610492,8.068026476,13.45801662,2.5,12.55356736,1.604343113,6.287180071,5.954162885,3.710723414,0.604698278,5.736936293
lake,frederick,3.22,3.79,6.89,1.47,5.01,2.62,8.65,1.4,2.58,3.63,10.79,6.18,4.74,18.22,466.88,40.57,7.92,2.43,2.03,3.47,3.84,2.29,8.55,6.19,3.14,2.3,0,0.9,40.03,5.43,8,5.79,7,20,20,0.65,0.66,0.6,4.24,FreL13.004,FreL13.01_04.JPG,lake,Frederick,F,40.03,0.802803445,1.087839014,3.004876517,7.924510045,13.52160752,2.43,12.54419274,1.89460321,6.705346816,5.595976287,3.709719541,0.523921025,5.520144756
lake,frederick,4.21,4.32,10.25,1.61,7.75,2.76,7.96,2.17,3.16,3.87,11.54,5.26,5.12,16.31,460.93,38.79,8.36,1.97,1.54,2.76,3.28,1.88,7.84,5.29,3.33,2.67,0,0.7,38.64,5.98,7,6.23,7,19,19,0.94,0.89,0.9,4.65,FreL13.005,FreL13.01_05.JPG,lake,Frederick,M,38.64,0.657158221,1.18770899,3.289993784,8.362488593,15.23948807,1.97,12.72719026,1.613460132,6.264706975,6.163722415,3.61134087,0.786516011,5.838864015
lake,frederick,4.49,4.88,12.06,1.73,8.25,2.23,9.46,2.6,3.42,4.36,13.06,7.35,6.2,21.14,767.92,45.51,8.7,2.6,2.69,3.47,4.45,2.39,9.8,6.92,3.89,3.02,0,1.22,44.95,7.48,6,7.69,6,20,18 two along bottom left behind; count confirmed,1.13,1.15,1.04,3.68,FreL13.006,FreL13.01_06.JPG,lake,Frederick,F,44.95,0.778735072,1.23869816,3.605267521,8.70238789,13.57927094,2.6,14.63442772,2.298536491,7.705371224,6.58399344,4.676554967,0.942430283,6.402081332
lake,frederick,3.27,4.21,10.71,1.35,8.14,2.96,8.21,2.2,3.4,4.34,12.11,5.62,4.39,16.72,444.17,41.34,9.13,2.27,1.97,3.24,3.59,1.99,8.36,5.58,3.52,2.59,0,0.8,41.15,5.95,8,6.22,8,20,20,1.03,0.81,0.98,4.5,FreL13.007,FreL13.01_07.JPG,lake,Frederick,M,41.15,0.683552619,1.244634124,3.490926707,9.130323531,12.9332937,2.27,13.2101136,1.861041422,7.119781715,6.731123928,4.265764273,0.723226987,6.668879854
lake,frederick,3.93,4.52,10.57,1.47,8.65,2.6,7.72,1.83,3.21,3.61,11.53,5.08,5.39,16.61,454.71,39.16,8.17,2.43,1.75,2.67,3.08,1.96,7.68,5.08,3.53,2.59,0,0.74,38.94,5.92,8,6.12,7,20,20,1.07,1,0.78,3.95,FreL13.008,FreL13.01_08.JPG,lake,Frederick,M,38.94,0.675732809,1.175116128,3.292395938,8.172296774,13.7778731,2.43,12.81456094,1.708791064,6.046505676,5.990340998,3.744077312,1.208295922,5.969683199
lake,frederick,3.05,3.95,10.48,1.5,8.24,2.29,8.16,2.21,3.26,4,11.97,5.73,5.02,17.49,560.12,40.84,8.56,2.59,2.38,2.98,3.64,1.96,8.12,5.82,3.62,2.79,0,0.84,40.52,6.2,7,6.04,8,18,9 see Note1,0.57,0.49,0.3,4.15,FreL13.009,FreL13.01_09.JPG,lake,Frederick,M,40.52,0.717099557,1.176044568,3.438198004,8.55753347,14.37657427,2.59,13.39651118,1.954684804,6.776233272,6.107990909,3.765474823,0.798233734,6.030846854
lake,frederick,4.46,4.64,12.82,1.51,9.29,1.68,8.45,2.53,3.37,4.33,12.73,6.36,6.36,20.06,719.76,43.71,9.08,2.4,1.41,2.73,3.61,1.87,9.03,6.12,2.82,2.19,0,0.83,43.35,7.09,7,7.3,8,19,17 two along top left behind; count confirmed,1.23,0.98,1,3.82,FreL13.013,FreL13.01_13.JPG,lake,Frederick,M,43.35,0.73716735,1.334463762,3.710155868,9.081581207,15.09160314,2.4,14.39575799,2.011825465,7.258938715,6.403908856,4.350862562,0.89384282,6.324597431
lake,frederick,2.86,3.56,9.23,1.37,6.99,2.74,7.37,1.96,2.68,3.7,10.86,5.49,4.17,15.7,459.07,37.68,7.71,1.93,1.26,2.88,3.01,1.62,7.11,4.66,2.97,1.96,0,0.62,37.63,5.33,7,5.54,8,21,21,0.95,0.91,0.89,4.12,FreL13.014,FreL13.01_14.JPG,lake,Frederick,M,37.63,0.628664667,1.25628382,3.078480112,7.714771722,13.58345485,1.93,11.99702371,1.857058626,6.332152077,6.154381569,3.319892276,0.831594424,6.023113581
lake,frederick,4.68,5.45,14.32,1.86,9.75,3,9.39,2.32,3.98,4.62,14.01,6.5,6.07,20.33,715,48.25,9.71,2.67,2,2.93,4.12,2.95,10.42,7.36,3.49,2.51,0,1.12,47.52,8.04,9,7.84,8,19,15 four along bottom left behind; count confirmed,1.29,1.33,1.31,3.2,FreL13.020,FreL13.01_20.JPG,lake,Frederick,M,47.52,0.80259102,1.530226874,3.919088033,9.713902658,14.51678933,2.67,15.50269649,2.32780971,8.045548781,7.329913535,4.810796521,0.961884257,6.953830398
lake,frederick,4.55,4.84,11.79,1.8,9.15,2.42,8.46,2.51,3.76,4.42,13.41,6.92,6.24,20.24,725.61,44.85,9.08,2.64,2.2,3.3,3.64,2.18,9.01,6.16,3.27,2.21,0,0.9,43.16,6.72,8,6.68,8,20,16 four along bottom left behind; count confirmed,1.14,1.22,1.2,3.75,FreL13.022,FreL13.01_22.JPG,lake,Frederick,M,43.16,0.812455382,1.468197308,3.707068702,9.079192835,16.9484132,2.64,14.71528613,2.238498468,7.323099988,6.37871068,4.493428334,1.171221877,6.084533554
lake,frederick,3.26,4.13,12.9,1.5,7.25,2.08,7.76,2.45,3.37,3.86,11.74,6.22,4.94,17.67,540.27,39.11,8.37,2.13,1.33,2.46,3.15,2.09,7.53,5.34,2.73,1.85,0,0.63,39.09,5.53,7,5.72,6,20,18 two along bottom left; count confirmed,1.09,1.03,1.04,4.23,FreL13.026,FreL13.01_26.JPG,lake,Frederick,M,39.09,0.680876779,1.212145543,3.357970575,8.372643043,16.8615154,2.13,12.10968552,1.5300885,6.653376385,6.237517479,3.842974208,0.948458306,6.164985488
lake,frederick,3.9,4.08,11.67,1.4,8.5,2.28,8.24,2.45,3.35,4.53,12.84,6.29,5.75,19.36,558.22,43.76,8.65,2.24,1.91,2.73,3.46,2.04,8.03,5.79,3.48,2.34,0,0.9,43.19,6.27,8,6.36,8,20,20,1.13,1.13,1.18,3.6,FreL13.030,FreL13.01_30.JPG,lake,Frederick,M,43.19,0.750822864,1.384138161,3.693608745,8.650902065,13.18205394,2.24,13.88110247,1.912385511,7.397850944,6.663506603,4.096386454,0.642282926,6.451673447
lake,frederick,3.99,4.16,10.92,1.48,7.49,2.3,8.49,2.06,3.37,4.28,12.34,7.7,5.46,20.61,677.54,41.25,8.82,2.22,1.71,3.14,3.54,2.22,7.76,5,3.42,2.62,0,0.8,40.28,6.45,8,6.52,7,19,17 two along top left behind; count confirmed,1.12,1.05,1.07,4.34,FreL13.031,FreL13.01_31.JPG,lake,Frederick,F,40.28,0.733663893,1.406002734,3.570898209,8.817988168,13.55268443,2.22,13.08978015,1.541802346,6.888048484,6.131739163,3.733808755,0.528832691,5.954965108
lake,frederick,4.43,4.88,12.23,1.86,8.82,2.47,9.36,2.38,3.44,4.51,13.15,6.81,6.11,20.57,695.16,46.92,9.74,2.53,2.03,3.89,3.86,2.29,9.64,6.45,3.29,2.49,0,1.1,45.94,6.95,8,7.07,8,20,20,1.24,1.26,1.2,3.36,FreL13.035,FreL13.01_35.JPG,lake,Frederick,M,45.94,0.755751928,1.502472093,3.805097736,9.739833652,12.93249559,2.53,14.49491396,2.184895225,7.181304308,6.928003204,4.458805291,0.787284962,6.644169958
lake,frederick,4.17,4.76,12.47,1.82,9.74,2.82,8.84,2.86,4.05,4.4,13.83,6.21,6.91,20.25,686.58,46.71,10.4,2.56,1.75,3.18,3.81,2.52,8.95,6.3,3.54,2.29,0,1.11,46.68,6.78,8,7.04,8,20,18 two along bottom left behid; count confirmed,1.13,1.15,1.17,3.42,FreL13.038,FreL13.01_38.JPG,lake,Frederick,M,46.68,0.860960795,1.509729604,3.992572674,10.40223852,13.58631996,2.56,15.53806762,1.947747331,8.056932384,7.304925267,4.56947331,1.015466192,6.917393632
lake,frederick,3.26,3.94,9.36,1.53,8.45,2.69,8.01,2.63,2.93,4.06,11.4,6.29,5.56,18.34,544.66,39.02,8.44,2.36,1.94,2.66,3.32,1.96,7.58,5.1,3.15,2.54,0,0.72,38.58,5.78,8,5.84,8,22,22,1,0.97,1.03,3.97,FreL13.040,FreL13.01_40.JPG,lake,Frederick,unknown,38.58,0.709667914,1.179905149,3.226032819,8.436365654,13.0919505,2.36,12.55196539,1.958996994,6.346806435,5.869506813,3.669633148,0.758559617,5.793860262
lake,joe,4.3,5.57,12.16,2.01,8.78,2.94,10,2.1,3,3.77,12.13,6.54,5.91,19.93,667.22,45.06,8.43,2.2,1.93,3.24,4,2.23,9.35,6.53,3.48,2.23,0,1.17,44.49,8.14,6,7.92,6,13,13,0.75,0.65,0.58,3.56,JoeL13.001,JoeL13.01_01.JPG,lake,Joe,F,44.49,0.76635168,1.096507707,3.597165822,8.434112288,16.26454982,2.2,14.16955804,2.485338826,6.931499199,6.117492095,3.9656176,0.492452786,6.077017807
lake,joe,4.83,5.47,12.58,2.07,8.74,2.83,10.78,2.45,3.59,3.98,13.62,7.03,6.38,21.03,875.88,47.16,9.41,2.46,2.39,4.14,4.6,2.79,9.2,6.7,3.93,2.44,0,1.38,46.57,7.74,6,7.9,7,19,19,1.16,1.04,1.02,3,JoeL13.002,JoeL13.01_02.JPG,lake,Joe,F,46.57,0.895745804,1.179168369,3.785960688,9.408072561,16.34762297,2.46,15.00004772,2.564838719,7.846955742,6.349749712,5.117583981,0.81930781,6.135522437
lake,joe,7.48,7.86,16.45,3.07,13.48,3.54,14.59,3.7,5.59,5.92,19.75,10.04,9.28,29.91,1650.44,64.92,14.57,4.04,2.85,5.37,6.35,4.01,14.43,9.68,6.12,4.01,0,7.9,63.14,10.76,7,10.99,6,19,19,2.19,2.02,1.54,1.76,JoeL13.005,JoeL13.01_05.JPG,lake,Joe,M,63.14,1.042393886,1.955179601,5.560605967,14.57242836,16.3498583,4.04,22.3789251,4.134845527,11.46638778,10.25841523,6.420847447,0.948212389,9.992594163
lake,joe,7.38,7.72,18.21,3.07,15.68,3.54,15.12,3.35,6.01,5.77,20.74,11.1,9.06,30.92,1781.37,68.55,14.81,3.64,2.39,5.89,6.41,4.68,14.04,9.39,6.1,3.64,0,4.28,66.67,10.39,6,11.14,6,18,18,1.73,1.85,1.85,2.2,JoeL13.008,JoeL13.01_08.JPG,lake,Joe,M,66.67,1.257765432,1.866649963,5.680791731,14.81079366,16.43133841,3.64,23.20625024,4.51902154,11.01036935,9.25485161,6.860547165,1.376651772,9.16703263
lake,joe,7.25,7.92,18.55,2.91,13.88,3.99,14.91,3.59,5.73,5.65,20.1,11.31,8.94,31.2,1932.24,67.13,14.97,3.66,3.04,6.09,6.52,4.72,13.63,9.37,6.09,4.18,0,4.07,66.18,10.89,7,9.81,7,19,19,1.77,1.77,1.72,1.99,JoeL13.009,JoeL13.01_09.JPG,lake,Joe,M,66.18,1.088797963,1.953784253,5.543746342,14.9737616,16.51816329,3.66,23.03128796,3.873784801,11.91444225,10.2284838,6.529416528,1.546053442,9.740752016
lake,joe,7.15,7.22,17.09,3.05,14.89,3.9,15.36,3.56,6.07,6.41,21.36,11.63,8.69,31.86,1854.54,69.7,15.02,3.89,3.06,6.06,6.7,5.09,14.84,10.34,6.75,4.21,0,4.62,67.96,10.94,7,10.91,6,18,18,1.65,1.72,1.72,1.94,JoeL13.010,JoeL13.01_10.JPG,lake,Joe,M,67.96,1.270828696,2.055065322,6.016035322,NA,16.47589065,3.89,23.86915308,3.619196558,12.17745481,9.934142273,7.198184225,1.490643103,9.555933587
lake,joe,6.64,6.83,18.67,3.07,14.7,3.71,14.95,3.22,6,6.26,21.15,10.54,7.72,29.19,1582.91,68.25,14.63,4.18,3.85,5.3,6.5,4.38,14.03,10.06,5.9,3.44,0,3.99,66.49,11.02,7,10.81,7,18,18,1.69,1.71,1.6,1.96,JoeL13.011,JoeL13.01_11.JPG,lake,Joe,M,66.49,1.286928796,1.86911697,5.617680986,14.62579973,16.43378007,4.18,23.60885669,3.672600085,12.87766623,10.68467814,7.088128852,1.276251943,10.26575878
lake,joe,7.03,7.43,17.56,3.3,13.84,4.51,15.24,3.48,5.59,6.12,19.94,10.79,8.83,31.25,1800.88,67.37,14.4,4.02,3.49,5.2,6.49,4.39,14.06,9.77,6.63,3.72,0,4.25,65.47,8.39,7,10.52,7,20,20,1.85,1.73,1.44,2.09,JoeL13.012,JoeL13.01_12.JPG,lake,Joe,M,65.47,1.201658703,2.016704404,5.791188245,14.40166711,16.39183074,4.02,22.60923216,4.402501799,11.93031173,11.00250668,6.950434058,1.062263676,10.70570114
lake,joe,7.07,7.38,17.55,3.16,14.33,4.67,15.84,3.61,6.77,5.61,21.86,12.81,9.25,34.22,2160.54,70.48,12.58,3.88,3.25,5.99,7.04,5,14.78,10.33,6.32,3.75,0,4.54,68.84,11.18,7,10.97,7,19,19,1.61,1.6,1.57,1.97,JoeL13.013,JoeL13.01_13.JPG,lake,Joe,M,68.84,1.249073056,2.037707583,5.877487004,12.57696939,16.35004182,3.88,23.89315732,3.608487734,12.45928463,10.80868633,7.404910327,1.201870154,10.40392481
lake,joe,6.82,7.17,17.04,2.95,12.01,3.53,14.58,3.35,5.65,5.68,19.23,9.78,8.79,28.74,1555.25,63.82,13.53,3.74,2.32,5.29,5.91,4.69,12.94,8.74,5.92,4.12,0,3.67,63.14,10.26,6,10.32,6,17,17,1.65,1.64,1.6,2.1,JoeL13.016,JoeL13.01_16.JPG,lake,Joe,M?,63.14,1.079028908,1.935346028,5.30848203,13.52951609,16.3084125,3.74,22.60484537,4.836266852,11.34876425,10.16551841,6.679659339,1.439373251,9.824822822
lake,joe,7.25,8.23,18.87,3.31,14.72,4.19,16.3,2.94,4.84,5.73,19.64,10.44,9.13,31.02,1709.67,72.61,14.38,3.76,2.78,6.15,7.53,5.19,16.67,11.85,6.27,3.9,0,5.32,73.05,12.04,7,12.18,8,19,19,1.78,1.46,1.82,1.79,JoeL13.017,JoeL13.01_17.JPG,lake,Joe,F,73.05,1.222467677,1.808851234,5.683255603,14.37591973,16.26694197,3.76,22.93426907,3.830050238,11.77760443,10.74614104,7.020391087,1.30144283,10.34990781
lake,joe,6.75,7.55,17.14,3.09,14.89,4.59,15.61,3.44,5.59,5.78,19.76,11.18,9.2,32.29,2000.06,66.49,13.7,3.65,2.56,5.42,7.17,5.1,14.92,10.76,6.03,3.91,0,4.19,66.17,11.11,7,10.66,7,19,19,1.89,1.78,1.58,2.4,JoeL13.018,JoeL13.01_18.JPG,lake,Joe,M,66.17,1.151370576,1.941153489,5.561426912,13.70221827,16.22562943,3.65,22.34199822,3.597401037,11.70105236,9.699172528,7.084127089,1.50524886,9.495086192
lake,joe,6.96,8.21,19.87,2.88,14.13,4.55,15.59,3.1,5.13,5.53,19.04,12.25,9.27,33.29,1963.53,71.06,12.92,3.5,2.97,5.72,6.99,5.11,15.39,11.26,5.72,3.87,0,4.75,69.22,11.63,8,11.39,8,21,21,1.93,1.85,1.71,2.36,JoeL13.023,JoeL13.01_23.JPG,lake,Joe,F,69.22,1.128155332,1.835267577,5.013030849,12.92192779,16.18447406,3.5,21.99243571,4.047621429,10.85724643,9.881153571,6.525375,1.286596429,9.125477256
lake,joe,7.34,7.76,20.06,3.04,14.19,4.47,15.29,3.58,5.5,6.21,19.61,12.97,9.44,34.47,2171.15,70,14.29,3.55,2.7,6,6.57,4.51,14.15,10.22,6.08,3.92,0,4.38,68.64,11.49,7,11.44,7,20,20,1.86,1.95,1.65,1.95,JoeL13.029,JoeL13.01_29.JPG,lake,Joe,M,68.64,1.3006786,2.099355672,5.888170878,14.28618867,16.14347508,3.55,22.86666119,4.25900975,11.50696477,10.23695053,6.886919155,1.460555668,9.785290296
lake,joe,5.97,6.47,14.1,2.35,11.13,3.48,12.61,2.6,4.14,5,16.17,7.27,7.55,24.1,1049.56,56.45,11.71,3.12,3.08,4.67,5.7,3.33,11.32,7.89,5.37,3.28,0,2.4,55.65,8.9,9,9.17,9,19,19 top most cut off accidentally. but present,1.38,1.28,1.4,2.42,JoeL13.030,JoeL13.01_30.JPG,lake,Joe,M,55.65,0.982552035,1.524062515,4.74456175,11.71484607,16.10263169,3.12,18.18777983,3.174534035,9.468228301,8.185652426,5.473172533,0.933486891,7.928616922
lake,joe,4.65,5.31,10.13,1.63,6.93,2.12,9.15,2.12,3.16,4.14,12.59,6.01,5.53,19.18,669.1,44.55,9.52,2.66,2.31,3.98,4.31,2.48,8.85,6.9,3.74,2.81,0,1.02,44.56,8.04,8,7.91,6,16,16,1.04,0.77,0.83,3.21,JoeL13.031,JoeL13.01_31.JPG,lake,Joe,M?,44.56,0.708712825,0.985912764,3.184536799,9.52360923,16.0619431,2.66,14.01434767,3.154483871,7.215616487,6.239078853,3.883043011,0.684247312,6.045166934
